season,team,source,metric,value,basis_year,definition,preseason_knowable
2026,DAL,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,28.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,WAS,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,29.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,CAR,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,30.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,MIA,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,31.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,ARI,"sharpfootballanalysis.com/analysis/nfl-strength-of-schedule/ (2026-08-02, retr. 2026-08-09)",sos_rank,32.0,2026 Vegas win totals,"Rank 1 = easiest. Explicitly built from 2026 Vegas projected win totals of opponents, not prior-year records. No numeric value published on the page.",YES
2026,CHI,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.55,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,MIA,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.542,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,ARI,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.538,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,GB,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.538,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,KC,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.536,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,NE,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.531,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,LV,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.529,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,BUF,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.528,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,LAC,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.522,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,CAR,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.521,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,MIN,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.519,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,NYJ,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.517,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,LA,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.516,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,SEA,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.514,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,DEN,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.512,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,WAS,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.502,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,NYG,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.498,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,SF,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.497,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,PIT,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.495,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,DAL,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.493,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,TB,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.491,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,JAX,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.49,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,PHI,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.481,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,BAL,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.479,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,TEN,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.476,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,HOU,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.474,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,DET,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.467,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,ATL,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.465,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,IND,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.465,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,CIN,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.45,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,NO,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.434,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,CLE,"cbssports.com/nfl/news/2026-nfl-strength-of-schedule/ (2026-05-12, retr. 2026-08-09)",opp_win_pct_2025,0.429,2025 realized records,Combined 2025 win pct of the 17 2026 opponents. Higher = harder.,YES
2026,PHI,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,34.4,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,TEN,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,33.46,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,CLE,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,33.29,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,NYG,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,33.28,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,HOU,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,33.18,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,CIN,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,33.04,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,JAX,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,32.79,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,MIN,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,32.76,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,DAL,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,32.64,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,NO,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,32.38,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,TB,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,32.38,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,SEA,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,32.27,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,ARI,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.95,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,WAS,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.93,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,IND,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.77,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,ATL,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.56,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,LA,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.56,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,GB,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.5,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,SF,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.47,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,DET,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.21,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,BUF,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.19,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,CAR,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.07,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,DEN,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.06,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,BAL,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,31.03,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,LAC,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,30.86,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,NE,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,30.78,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,CHI,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,30.77,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,MIA,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,30.72,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,NYJ,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,30.66,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,KC,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,30.62,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,PIT,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,30.34,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,LV,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_season,29.77,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first.",YES
2026,CLE,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,36.52,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,TEN,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,36.48,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,NYG,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,34.81,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,MIN,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,34.62,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,CIN,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,34.52,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,JAX,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,34.35,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,PIT,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,34.08,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,DAL,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,33.85,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,LA,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,33.45,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,NO,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,32.88,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,TB,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,32.75,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,ATL,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,32.05,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,CHI,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,31.97,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,DET,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,31.94,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,LV,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,31.61,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
2026,BUF,"leaguestation.com API, recomputed full-PPR (retr. 2026-08-09)",wr_ppr_pts_allowed_w15_17,31.6,2025 defensive FPA,"Mean full-PPR fantasy points allowed to the position by the 2026 opponents, using each defense's 2025 realized per-game allowance. Higher = easier. Recomputed by us in full PPR from leaguestation.com/api/draft-kit/strength-of-schedule (no auth); their half-PPR scoring was reproduced exactly against their published QB values first. Weeks 15-17 only.",YES
