player_id,player_name,position,team_last,seasons_played,last_season,first_season,n_teams,games,attempts,completions,pass_yards,pass_tds,interceptions,sacks_suffered,pass_air_yards,pass_yac,pass_epa,carries,rush_yards,rush_tds,rush_epa,ppr,times_blitzed,times_hurried,times_hit,times_pressured,bad_throws,throwaways,batted_balls,rpo_plays,pa_pass_att,pfr_scrambles,pfr_pass_attempts,dropbacks,qb_epa_total,cpoe_sum,cpoe_n,sacks,scrambles,pbp_air_yards,pbp_air_yards_n,qb_hits,espn_pts_added,qb_plays,epa_total,pbp_carries,gl5_carries,third_down_carries,rush_epa_total,ypa,adot,td_int,cpoe,pressure_rate_pbp,designed_rushes,rush_ppr,rush_share_of_ppr,ngs_avg_time_to_throw,ngs_avg_completed_air_yards,ngs_avg_intended_air_yards_pass,ngs_avg_air_yards_differential,ngs_aggressiveness,ngs_avg_air_yards_to_sticks,ngs_expected_completion_percentage,ngs_completion_percentage_above_expectation,ngs_avg_air_distance,ngs_passer_rating,pfr_pocket_time,pfr_scramble_ypa,pfr_iay_per_att,pfr_cay_per_comp,cpoe_w,espn_qbr,espn_qbr_raw,ngs_max_air_distance,comp_pct,td_rate,int_rate,epa_per_dropback,sack_rate,scramble_rate,pfr_pressure_pct,pfr_bad_throw_pct,pfr_blitz_rate,pfr_pa_rate,pfr_rpo_rate,rush_epa_per_att,attempts_pg,pass_yards_pg,pass_tds_pg,interceptions_pg,carries_pg,rush_yards_pg,rush_tds_pg,ppr_pg,dropbacks_pg,designed_rushes_pg,rush_ppr_pg,sacks_pg,scrambles_pg,gl5_carries_pg,window_seasons,thin_data
00-0032436,Jeff Driskel,QB,CLE,1,2023,2023,1,1,26,13,166,2,2,3,232,74,-10.9572080454091,7,33,0,0.475112463056576,13.94,3,0,5,8,4,1,2.0,2.0,5.0,,26,32,-9.880902929638978,-274.06332194805145,25,3.0,3.0,232.0,26,8.0,,,,3.0,0.0,0.0,-0.6011926527135074,6.384615384615385,8.923076923076923,1.0,-10.962532877922058,0.34375,4.0,3.3000000000000003,0.23672883787661408,,,,,,,,,,,2.4,,,,-10.962532877922103,,,,0.5,0.07692307692307693,0.07692307692307693,-0.30877821655121807,0.09375,0.09375,30.76923076923077,15.384615384615385,0.11538461538461539,0.19230769230769232,0.07692307692307693,-0.20039755090450248,26.0,166.0,2.0,2.0,7.0,33.0,0.0,13.94,32.0,4.0,3.3000000000000003,3.0,3.0,0.0,2023-2025,True
00-0032950,Carson Wentz,QB,MIN,3,2025,2023,3,8,212,139,1497,8,6,25,1572,706,7.6627078136763505,31,113,1,-5.826876443171769,101.18,52,14,21,60,43,7,3.0,24.0,4.0,10.0,212,250,7.364877094699253,309.4589114189148,203,25.0,14.0,1572.0,211,48.0,6.3,46.0,10.3,12.0,0.0,3.0,2.332383388711605,7.061320754716981,7.415094339622642,1.3333333333333333,1.5244281350685458,0.292,17.0,17.3,0.1709824075904329,2.70575595238095,5.77863636363636,7.98167701863354,-2.20304065499718,14.2011834319527,-1.11770186335404,64.8773964497041,0.21136094674557201,21.40634972262,85.8111439842209,2.302358490566038,5.865425531914894,7.588829787234043,5.732786885245901,2.5395153248322027,89.90000000000002,87.3,54.1310345365762,0.6556603773584906,0.03773584905660377,0.02830188679245283,0.02945950837879701,0.1,0.056,28.30188679245283,20.28301886792453,0.24528301886792453,0.018867924528301886,0.11320754716981132,0.19436528239263376,26.5,187.125,1.0,0.75,3.875,14.125,0.125,12.6475,31.25,2.125,2.1625,3.125,1.75,0.0,2023-2025,False
00-0033077,Dak Prescott,QB,DAL,3,2025,2023,1,42,1476,999,11046,77,27,91,11658,4925,224.83011202015297,121,473,5,8.17240547980375,773.1400000000001,388,112,131,334,191,29,34.0,177.0,100.0,32.0,1476,1621,256.87143047292795,3314.3469274044037,1442,91.0,59.0,11660.0,1471,227.0,94.8,1794.0,235.8,27.0,4.0,12.0,8.04393428543699,7.483739837398374,7.8983739837398375,2.8518518518518516,2.298437536341473,0.19617520049352252,62.0,77.30000000000001,0.09998189202473032,2.7708321437334535,6.106146325553499,8.048934493052917,-1.9427881674994139,19.44444444444445,-0.5549202788726681,63.63808166451732,4.044845164750974,20.928935985754183,99.43541102077704,2.3806233062330624,7.025959367945824,7.9677200902934535,6.080135823429542,2.177505831638781,65.71571815718157,67.12276422764228,62.4457796812563,0.676829268292683,0.0521680216802168,0.018292682926829267,0.15846479362919677,0.056138186304750155,0.03639728562615669,22.628726287262875,12.940379403794038,0.26287262872628725,0.06775067750677506,0.11991869918699187,0.29792349205322183,35.142857142857146,263.0,1.8333333333333333,0.6428571428571429,2.880952380952381,11.261904761904763,0.11904761904761904,18.40809523809524,38.595238095238095,1.4761904761904763,1.8404761904761908,2.1666666666666665,1.4047619047619047,0.09523809523809523,2023-2025,False
00-0033106,Jared Goff,QB,DET,3,2025,2023,1,51,1722,1190,13768,101,32,99,11185,7204,355.95709184749114,86,122,2,-39.455587236638706,910.62,507,114,202,415,242,82,33.0,50.0,151.0,19.0,1722,1838,361.54429206315,4609.897643327713,1629,99.0,26.0,11190.0,1713,303.0,62.8,1966.0,222.0,13.0,4.0,5.0,9.931138525664494,7.995354239256678,6.495354239256678,3.15625,2.829894194799087,0.21871599564744287,60.0,24.200000000000003,0.026575300344820016,2.7341719721108717,5.430287651220533,6.882530714573494,-1.4522430633529613,12.31126596980258,-1.7404078269960592,66.62115326943264,2.4845377874779295,19.70773033279748,104.79336043360455,2.3,7.332050134288273,6.351745747538048,5.250574712643678,3.7602587167228747,60.88937282229965,61.0944831591173,58.5061577955688,0.6910569105691057,0.0586527293844367,0.018583042973286876,0.19670527315731776,0.05386289445048966,0.014145810663764961,24.099883855981417,14.0534262485482,0.29442508710801396,0.08768873403019745,0.029036004645760744,0.7639337327434226,33.76470588235294,269.96078431372547,1.9803921568627452,0.6274509803921569,1.6862745098039216,2.392156862745098,0.0392156862745098,17.85529411764706,36.03921568627451,1.1764705882352942,0.47450980392156866,1.9411764705882353,0.5098039215686274,0.0784313725490196,2023-2025,False
00-0033119,Jacoby Brissett,QB,ARI,3,2025,2023,3,23,669,428,4416,28,9,61,4968,2064,-23.95437490216751,56,249,1,11.875324245069589,295.53999999999996,161,61,93,215,111,33,5.0,53.0,3.0,31.0,669,761,-11.34442405998701,698.609134554863,629,61.0,33.0,4968.0,667,152.0,-6.6000000000000005,623.0,43.3,17.0,4.0,8.0,0.7918036840785634,6.6008968609865475,7.426008968609866,3.111111111111111,1.1106663506436614,0.27989487516425754,23.0,30.900000000000002,0.10455437504229548,2.9243767549190185,5.2216001329433,7.587923093187162,-2.366322960243869,16.40866873065013,-1.5400055329399167,61.43106811145513,2.036424148606805,20.658661157436153,89.10603715170282,2.403437967115097,6.89969040247678,7.300928792569659,5.329268292682927,-3.3167021387051663,43.66299212598425,44.90452755905512,60.8347861013746,0.6397608370702541,0.04185351270553064,0.013452914798206279,-0.014907258948734571,0.08015768725361366,0.04336399474375821,32.13751868460389,16.591928251121075,0.2406576980568012,0.004484304932735426,0.07922272047832586,0.046576687298739025,29.08695652173913,192.0,1.2173913043478262,0.391304347826087,2.4347826086956523,10.826086956521738,0.043478260869565216,12.849565217391303,33.08695652173913,1.0,1.3434782608695652,2.652173913043478,1.434782608695652,0.17391304347826086,2023-2025,False
00-0033275,PJ Walker,QB,CLE,1,2023,2023,1,5,111,54,674,1,5,11,902,398,-34.96473336488794,13,30,0,-5.25156283569355,19.959999999999997,29,8,20,39,32,3,4.0,9.0,23.0,,111,125,-35.696044127630664,-1361.870214343071,105,11.0,4.0,902.0,110,29.0,,,,4.0,0.0,1.0,1.0683259646757506,6.072072072072072,8.126126126126126,0.2,-12.970192517553057,0.32,9.0,3.0,0.15030060120240482,,,,,,,,,,,2.6,,,,-14.117007864949542,,,,0.4864864864864865,0.009009009009009009,0.04504504504504504,-0.28556835302104533,0.088,0.032,35.13513513513514,28.82882882882883,0.26126126126126126,0.2072072072072072,0.08108108108108109,0.26708149116893765,22.2,134.8,0.2,1.0,2.6,6.0,0.0,3.9919999999999995,25.0,1.8,0.6,2.2,0.8,0.0,2023-2025,True
00-0033319,Nick Mullens,QB,JAX,3,2025,2023,2,13,153,105,1363,7,8,12,1408,506,20.065360542620823,25,15,0,-2.483188176339244,68.02000000000001,45,13,26,51,29,2,4.0,12.0,54.0,0.0,153,169,24.062864713851468,979.5367002487183,148,12.0,5.0,1408.0,152,44.0,1.0,5.0,0.8999999999999999,5.0,0.0,3.0,-3.750183515367098,8.908496732026144,9.202614379084967,0.875,6.618491217896745,0.33136094674556216,20.0,1.5,0.022052337547780063,3.06501360544218,8.1991,9.78472222222222,-1.58562222222222,16.8918918918919,0.381944444444444,62.1619942019115,5.4055733656561,23.2004189695589,88.4009009009009,2.4764705882352938,,5.58,5.58,6.074448495204502,90.47999999999999,92.6,50.1837045264696,0.6862745098039216,0.0457516339869281,0.05228758169934641,0.14238381487486076,0.07100591715976332,0.029585798816568046,33.33333333333333,18.954248366013072,0.29411764705882354,0.35294117647058826,0.0784313725490196,-0.7500367030734196,11.76923076923077,104.84615384615384,0.5384615384615384,0.6153846153846154,1.9230769230769231,1.1538461538461537,0.0,5.232307692307693,13.0,1.5384615384615385,0.11538461538461539,0.9230769230769231,0.38461538461538464,0.0,2023-2025,False
00-0033537,Deshaun Watson,QB,CLE,2,2024,2023,1,13,387,242,2263,12,7,50,3162,1093,-80.4914378078097,57,290,2,8.092334499363343,163.51999999999998,131,29,55,134,68,10,9.0,52.0,34.0,21.0,387,474,-69.5744341433456,-521.1953967809677,375,50.0,38.0,3162.0,386,104.0,,,,15.0,2.0,5.0,-0.9679351827187705,5.847545219638243,8.170542635658915,1.7142857142857142,-1.3898543914159138,0.32489451476793246,19.0,41.0,0.25073385518591,2.991352743578049,4.620329833240376,8.014363032316522,-3.394033199076143,16.279069767441868,-1.8485585422329596,65.2385249871401,-2.706225245537981,20.840955786597902,81.3576658053402,2.5558139534883724,6.3,7.1,4.1,-3.0867606659036246,,,61.6454483315678,0.6253229974160207,0.031007751937984496,0.01808785529715762,-0.1467815066315308,0.10548523206751055,0.08016877637130802,34.62532299741602,17.571059431524546,0.3385012919896641,0.08785529715762273,0.1343669250645995,-0.06452901218125137,29.76923076923077,174.07692307692307,0.9230769230769231,0.5384615384615384,4.384615384615385,22.307692307692307,0.15384615384615385,12.578461538461537,36.46153846153846,1.4615384615384615,3.1538461538461537,3.8461538461538463,2.923076923076923,0.15384615384615385,2023-2025,False
00-0033662,Cooper Rush,QB,BAL,3,2025,2023,2,23,384,239,2291,12,10,15,2687,1171,-46.95163543836086,42,9,0,-29.43357979591998,114.54,89,27,25,67,70,7,17.0,37.0,7.0,4.0,384,402,-49.5154854013808,-2379.809047281742,378,15.0,4.0,2687.0,383,40.0,-10.6,360.0,21.2,11.0,0.0,5.0,-0.8282906094973441,5.966145833333333,6.997395833333333,1.2,-6.295791130374979,0.13681592039800994,38.0,0.9,0.00785751702462022,2.54971335504886,4.90529411764706,7.11379537953795,-2.20850126189089,19.8051948051948,-1.7409900990099,66.3046103896104,-5.59032467532468,20.1345008690244,83.8474025974026,2.2947916666666663,4.5,6.656666666666667,4.753846153846154,-8.231638121147261,37.7,39.7,52.5189727622314,0.6223958333333334,0.03125,0.026041666666666668,-0.12317284925716616,0.03731343283582089,0.009950248756218905,17.447916666666664,18.229166666666664,0.23177083333333334,0.018229166666666668,0.09635416666666667,-0.07529914631794038,16.695652173913043,99.6086956521739,0.5217391304347826,0.43478260869565216,1.826086956521739,0.391304347826087,0.0,4.98,17.47826086956522,1.6521739130434783,0.0391304347826087,0.6521739130434783,0.17391304347826086,0.0,2023-2025,False
00-0033869,Mitchell Trubisky,QB,BUF,3,2025,2023,2,17,168,111,1124,10,5,7,1380,559,16.854453424130625,42,61,2,-19.574754523517395,95.06,31,8,9,24,28,3,1.0,12.0,8.0,2.0,168,185,16.88738087850675,177.18944251537323,163,7.0,11.0,1380.0,167,19.0,9.2,70.0,11.100000000000001,8.0,3.0,5.0,2.5258325176580563,6.690476190476191,8.214285714285714,2.0,1.087051794572842,0.14054054054054055,31.0,18.1,0.1904060593309489,,,,,,,,,,,2.4107142857142856,5.704918032786885,6.532786885245901,4.7250000000000005,-2.102873989827121,77.07868852459016,82.22295081967214,,0.6607142857142857,0.05952380952380952,0.02976190476190476,0.09128313988382027,0.03783783783783784,0.05945945945945946,14.285714285714285,16.666666666666664,0.18452380952380953,0.047619047619047616,0.07142857142857142,0.31572906470725703,9.882352941176471,66.11764705882354,0.5882352941176471,0.29411764705882354,2.4705882352941178,3.588235294117647,0.11764705882352941,5.591764705882353,10.882352941176471,1.8235294117647058,1.0647058823529412,0.4117647058823529,0.6470588235294118,0.17647058823529413,2023-2025,False
00-0033873,Patrick Mahomes,QB,KC,3,2025,2023,1,46,1680,1108,11698,75,36,97,11604,6750,190.34181572685782,197,1118,7,66.80994763183723,848.9200000000001,369,144,204,445,247,81,25.0,268.0,79.0,88.0,1680,1910,295.5828616253405,3120.241339504719,1588,97.0,139.0,11605.0,1674,300.0,97.30000000000001,2043.0,279.0,6.0,2.0,0.0,0.825150343531277,6.963095238095238,6.9071428571428575,2.0833333333333335,1.9648874933908809,0.20785340314136125,58.0,153.8,0.18117137068274985,2.8593761700869327,4.29534513388204,6.863992294608731,-2.5686471607266936,10.892857142857114,-1.890666922064285,67.83676816079343,-1.8843872084124569,19.61076519633597,92.00892857142861,2.341190476190476,8.636472760849491,6.987996306555863,4.734653465346534,1.9065877186411433,65.23232142857142,66.2180357142857,66.312093919586,0.6595238095238095,0.044642857142857144,0.02142857142857143,0.15475542493473327,0.050785340314136125,0.07277486910994764,26.488095238095237,14.702380952380953,0.21964285714285714,0.04702380952380952,0.1595238095238095,0.13752505725521283,36.52173913043478,254.30434782608697,1.6304347826086956,0.782608695652174,4.282608695652174,24.304347826086957,0.15217391304347827,18.454782608695655,41.52173913043478,1.2608695652173914,3.3434782608695657,2.108695652173913,3.0217391304347827,0.043478260869565216,2023-2025,False
00-0033936,C.J. Beathard,QB,JAX,1,2023,2023,1,6,53,40,349,1,0,6,339,150,4.633714992024473,8,35,0,2.021098795288713,21.46,14,1,5,12,4,3,1.0,1.0,4.0,,53,63,8.670782266601927,507.9575002193451,52,6.0,4.0,339.0,53,11.0,,,,,,,,6.584905660377358,6.39622641509434,,9.768413465756636,0.2698412698412698,4.0,3.5,0.16309412861137,,,,,,,,,,,2.2,,,,7.7044862888861285,,,,0.7547169811320755,0.018867924528301886,0.0,0.13763146454923694,0.09523809523809523,0.06349206349206349,22.641509433962266,7.547169811320755,0.2641509433962264,0.07547169811320754,0.018867924528301886,,8.833333333333334,58.166666666666664,0.16666666666666666,0.0,1.3333333333333333,5.833333333333333,0.0,3.5766666666666667,10.5,0.6666666666666666,0.5833333333333334,1.0,0.6666666666666666,,2023-2025,True
00-0033949,Joshua Dobbs,QB,NE,3,2025,2023,3,19,474,301,2890,15,12,32,3812,1152,-76.1051202845728,96,440,8,6.143649736477768,233.6,137,29,60,121,79,13,9.0,48.0,86.0,5.0,474,543,-48.73888953640137,-571.4283496141434,454,32.0,38.0,3812.0,473,92.0,3.6,567.0,47.300000000000004,38.0,3.0,11.0,-4.166066324571148,6.09704641350211,8.042194092827005,1.25,-1.2586527524540603,0.2283609576427256,58.0,92.0,0.3938356164383562,2.95324700239808,5.453893129770991,7.600050125313279,-2.14615699554229,15.5875299760192,-1.31974937343358,63.18177927365831,-0.352043062627168,20.6851157481835,79.46143085531568,2.287719298245614,5.133333333333333,8.519298245614035,7.076923076923077,-0.6386192022070112,52.280093676814985,52.27377049180328,55.7720082120054,0.6350210970464135,0.03164556962025317,0.02531645569620253,-0.08975854426593255,0.058931860036832415,0.06998158379373849,25.52742616033755,16.666666666666664,0.2890295358649789,0.18143459915611815,0.10126582278481013,-0.10963332433081967,24.94736842105263,152.10526315789474,0.7894736842105263,0.631578947368421,5.052631578947368,23.157894736842106,0.42105263157894735,12.294736842105262,28.57894736842105,3.0526315789473686,4.842105263157895,1.6842105263157894,2.0,0.15789473684210525,2023-2025,False
00-0034177,Tim Boyle,QB,MIA,2,2024,2023,2,6,127,75,636,2,5,11,790,341,-45.475489527543495,7,14,0,3.341065918561077,24.84,15,17,13,41,26,5,2.0,7.0,12.0,2.0,127,139,-44.61617618930516,-805.0174474716187,120,11.0,2.0,790.0,126,25.0,,,,3.0,0.0,1.0,4.1348449171637185,5.0078740157480315,6.2204724409448815,0.4,-6.708478728930156,0.2589928057553957,5.0,1.4000000000000001,0.056360708534621586,,,,,,,,,,,2.1818897637795276,5.0,6.3,4.6,-8.320099518399894,,,,0.5905511811023622,0.015748031496062992,0.03937007874015748,-0.320979684815145,0.07913669064748201,0.014388489208633094,32.28346456692913,20.47244094488189,0.11811023622047244,0.09448818897637795,0.05511811023622047,1.378281639054573,21.166666666666668,106.0,0.3333333333333333,0.8333333333333334,1.1666666666666667,2.3333333333333335,0.0,4.14,23.166666666666668,0.8333333333333334,0.23333333333333336,1.8333333333333333,0.3333333333333333,0.0,2023-2025,True
00-0034401,Mike White,QB,BUF,2,2024,2023,2,7,17,8,102,1,1,0,121,83,-14.39376801642357,8,-9,0,-11.806692355865389,3.18,3,1,1,2,1,0,1.0,0.0,0.0,0.0,17,17,-14.393768016423564,-353.19230556488037,17,0.0,0.0,121.0,17,1.0,,,,,,,,6.0,7.117647058823529,1.0,-20.776017974404727,0.058823529411764705,8.0,-0.9,-0.2830188679245283,,,,,,,,,,,2.2176470588235295,,8.9,-1.3,-23.957422813948483,,,,0.47058823529411764,0.058823529411764705,0.058823529411764705,-0.8466922362602096,0.0,0.0,11.76470588235294,5.88235294117647,0.17647058823529413,0.0,0.0,,2.4285714285714284,14.571428571428571,0.14285714285714285,0.14285714285714285,1.1428571428571428,-1.2857142857142858,0.0,0.4542857142857143,2.4285714285714284,1.1428571428571428,-0.1285714285714286,0.0,0.0,,2023-2025,True
00-0034438,Logan Woodside,QB,ATL,1,2023,2023,1,1,4,3,27,0,1,1,6,29,-10.0795751017577,1,6,0,0.325870348373428,-0.32,0,0,1,2,0,0,0.0,3.0,2.0,,4,6,-9.753704753384227,-11.572813987731934,4,1.0,1.0,6.0,4,2.0,,,,,,,,6.75,1.5,0.0,-2.8932034969329834,0.5,0.0,0.6000000000000001,-1.8750000000000002,,,,,,,,,,,2.4,,,,-2.89320349693298,,,,0.75,0.0,0.25,-1.625617458897371,0.16666666666666666,0.16666666666666666,50.0,0.0,0.0,0.5,0.75,,4.0,27.0,0.0,1.0,1.0,6.0,0.0,-0.32,6.0,0.0,0.6000000000000001,1.0,1.0,,2023-2025,True
00-0034577,Kyle Allen,QB,DET,2,2025,2024,2,3,3,1,19,0,0,0,23,6,0.0772875685096801,3,-3,0,0.0,0.45999999999999996,1,0,0,0,0,0,0.0,0.0,,0.0,3,3,0.07728756850968299,-100.01325607299805,3,0.0,0.0,23.0,3,0.0,0.4,1.0,0.5,,,,,6.333333333333333,7.666666666666667,,-33.33775202433268,0.0,3.0,-0.30000000000000004,-0.6521739130434784,,,,,,,,,,,2.1666666666666665,,7.666666666666667,13.0,-33.3377520243327,99.3,99.5,,0.3333333333333333,0.0,0.0,0.025762522836560997,0.0,0.0,0.0,0.0,0.3333333333333333,,0.0,,1.0,6.333333333333333,0.0,0.0,1.0,-1.0,0.0,0.15333333333333332,1.0,1.0,-0.10000000000000002,0.0,0.0,,2023-2025,True
00-0034771,Mason Rudolph,QB,PIT,3,2025,2023,2,17,354,239,2559,14,11,19,2420,1336,15.94549783268015,42,120,1,2.950071658177582,150.36,74,19,29,67,53,18,8.0,28.0,12.0,12.0,354,386,26.404577659386472,1195.4324841499329,333,19.0,16.0,2421.0,351,48.0,7.5,374.0,36.0,15.0,0.0,9.0,4.555710807500873,7.228813559322034,6.836158192090395,1.2727272727272727,3.589887339789588,0.17357512953367876,26.0,18.0,0.11971268954509177,2.80481333333333,5.8658904109589,7.31906542056075,-1.45317500960184,12.280701754386,-1.34448598130841,62.4009649122807,1.63412280701753,19.8159918026316,80.1169590643275,2.4932203389830514,7.071428571428571,6.665714285714286,5.070652173913044,1.2005913434815676,56.70860927152318,56.9225165562914,53.5558773618732,0.6751412429378532,0.03954802259887006,0.031073446327683617,0.06840564160462817,0.04922279792746114,0.04145077720207254,18.926553672316384,14.971751412429379,0.20903954802259886,0.03389830508474576,0.07909604519774012,0.3037140538333915,20.823529411764707,150.52941176470588,0.8235294117647058,0.6470588235294118,2.4705882352941178,7.0588235294117645,0.058823529411764705,8.844705882352942,22.705882352941178,1.5294117647058822,1.0588235294117647,1.1176470588235294,0.9411764705882353,0.0,2023-2025,False
00-0034796,Lamar Jackson,QB,BAL,3,2025,2023,1,46,1233,815,10399,86,18,96,10597,4897,249.5072221769783,354,2085,11,42.42133993988733,976.46,456,103,83,282,195,38,32.0,256.0,58.0,75.0,1233,1462,299.44907534712036,4109.155438840389,1185,96.0,141.0,10594.0,1225,172.0,94.0,1760.0,243.5,174.0,6.0,35.0,40.30941483745433,8.43390105433901,8.59448499594485,4.777777777777778,3.467641720540413,0.18331053351573187,213.0,274.5,0.28111750609343955,3.04173271406446,6.78328360380876,8.931591419924198,-2.148307816115441,11.354420113544206,-0.31084905662002416,66.08686195528661,0.012083705702835427,21.90652047130738,109.47384428223839,2.5741281427412814,8.338402061855671,8.677835051546392,7.015748031496063,4.708891710354055,68.09286293592864,67.85198702351987,58.7181079395445,0.6609894566098946,0.06974858069748581,0.014598540145985401,0.2048215289651986,0.06566347469220246,0.09644322845417237,22.871046228710462,15.815085158150852,0.36982968369829683,0.047039740470397405,0.20762368207623683,0.2316633036635306,26.804347826086957,226.06521739130434,1.8695652173913044,0.391304347826087,7.695652173913044,45.32608695652174,0.2391304347826087,21.227391304347826,31.782608695652176,4.630434782608695,5.967391304347826,2.0869565217391304,3.0652173913043477,0.13043478260869565,2023-2025,False
00-0034855,Baker Mayfield,QB,TB,3,2025,2023,1,51,1679,1114,12237,95,37,116,13221,6289,165.89135761036763,177,923,5,28.03185459152398,911.78,462,122,75,313,227,37,48.0,144.0,95.0,86.0,1679,1907,238.9580096117919,1041.6752457618713,1637,116.0,114.0,13221.0,1677,185.0,54.5,2087.0,232.5,18.0,4.0,6.0,7.802696133381687,7.288266825491364,7.874329958308517,2.5675675675675675,0.6363318544666288,0.1578395385422129,63.0,122.30000000000001,0.13413323389414114,2.7485005193199594,5.270423867088609,7.832173690624232,-2.5617498235356218,15.008933889219756,-0.9973340259700991,66.08059830071336,0.268418971472458,21.05106721138433,97.42033948779044,2.299761762954139,8.79757412398922,7.487870619946092,5.145733333333333,0.5272352033450168,57.955747468731396,59.09178082191781,61.2584467645075,0.6634901727218583,0.05658129839189994,0.022036926742108397,0.12530572082422228,0.06082852648138437,0.05977975878342947,18.642048838594402,13.519952352590828,0.2751637879690292,0.05658129839189994,0.08576533650982728,0.43348311852120486,32.92156862745098,239.94117647058823,1.8627450980392157,0.7254901960784313,3.4705882352941178,18.098039215686274,0.09803921568627451,17.878039215686275,37.3921568627451,1.2352941176470589,2.398039215686275,2.2745098039215685,2.235294117647059,0.0784313725490196,2023-2025,False
00-0034857,Josh Allen,QB,BUF,3,2025,2023,1,49,1522,1011,11705,82,34,78,12403,5940,293.12720747310794,325,1634,41,150.15999811766906,1136.3,445,118,117,313,222,62,23.0,176.0,92.0,90.0,1522,1736,394.00153917602415,4689.173911511898,1449,78.0,140.0,12402.0,1518,193.0,116.7,2019.0,286.9,144.0,37.0,69.0,85.36208323426578,7.69053876478318,8.149145860709593,2.411764705882353,3.2361448664678387,0.15610599078341014,185.0,409.4,0.36029217636187627,2.8872269207608743,5.521992941380102,8.055075403070843,-2.5330824616907437,14.45466491458607,-0.6400936029075059,64.99968487569816,1.4260707090587488,21.186887968141015,98.13293911519918,2.3921813403416556,8.851219512195122,7.607317073170733,5.447124600638977,3.0487493177611698,69.980814717477,69.28758212877791,61.8924753100084,0.664257555847569,0.05387647831800263,0.022339027595269383,0.22695941196775585,0.044930875576036866,0.08064516129032258,20.56504599211564,14.586070959264127,0.2923784494086728,0.06044678055190539,0.11563731931668857,0.5927922446824012,31.06122448979592,238.87755102040816,1.6734693877551021,0.6938775510204082,6.63265306122449,33.3469387755102,0.8367346938775511,23.189795918367345,35.42857142857143,3.7755102040816326,8.355102040816327,1.5918367346938775,2.857142857142857,0.7551020408163265,2023-2025,False
00-0034869,Sam Darnold,QB,SEA,3,2025,2023,3,44,1068,712,8664,62,27,81,8721,3686,123.94306107709939,123,322,2,-24.42354492788087,566.76,294,100,89,270,155,51,26.0,49.0,6.0,42.0,1068,1188,145.89336938973014,4280.5842846632,1009,81.0,45.0,8722.0,1062,166.0,23.700000000000003,1272.0,137.2,24.0,3.0,12.0,5.0954179402661754,8.112359550561798,8.165730337078651,2.2962962962962963,4.24240266071675,0.2079124579124579,78.0,44.2,0.07798715505681418,2.98133986119191,6.939662370013846,8.631629650034926,-1.6919672800210828,13.796477495107668,-0.33525175857945844,63.42488258317028,3.502710371819974,21.53181126181442,100.93770384866288,2.5235955056179775,7.1999021526418785,8.119960861056752,7.052777777777778,4.94751913287583,56.506555772994126,56.526614481409,55.6462846917923,0.6666666666666666,0.05805243445692884,0.025280898876404494,0.12280586648967183,0.06818181818181818,0.03787878787878788,25.280898876404496,14.513108614232209,0.2752808988764045,0.0056179775280898875,0.04588014981273408,0.212309080844424,24.272727272727273,196.9090909090909,1.4090909090909092,0.6136363636363636,2.7954545454545454,7.318181818181818,0.045454545454545456,12.88090909090909,27.0,1.7727272727272727,1.0045454545454546,1.8409090909090908,1.0227272727272727,0.06818181818181818,2023-2025,False
00-0034955,Brett Rypien,QB,LA,1,2023,2023,1,2,38,18,172,0,1,2,315,84,-19.72529150741341,3,19,0,1.33610643743305,4.78,8,2,4,8,6,1,4.0,1.0,6.0,,38,43,-18.389185069980392,-701.4646798372269,37,2.0,3.0,315.0,38,6.0,,,,,,,,4.526315789473684,8.289473684210526,0.0,-18.95850486046559,0.18604651162790697,0.0,1.9000000000000001,0.39748953974895396,,,,,,,,,,,2.4,,,,-20.1064223051071,,,,0.47368421052631576,0.0,0.02631578947368421,-0.42765546674373006,0.046511627906976744,0.06976744186046512,21.052631578947366,15.789473684210526,0.21052631578947367,0.15789473684210525,0.02631578947368421,,19.0,86.0,0.0,0.5,1.5,9.5,0.0,2.39,21.5,0.0,0.9500000000000001,1.0,1.5,,2023-2025,True
00-0035100,Jake Browning,QB,CIN,2,2025,2023,1,14,368,252,2707,18,15,33,2513,1476,-15.034961714668817,36,166,4,16.321580546543217,193.18,103,33,45,111,41,13,9.0,36.0,34.0,4.0,368,421,-2.0526182393781838,949.7885748744011,354,33.0,20.0,2513.0,368,75.0,4.5,314.0,28.8,11.0,4.0,6.0,4.071625504642725,7.355978260869565,6.828804347826087,1.2,2.6830185730915286,0.25653206650831356,16.0,40.6,0.21016668392173102,2.7286131687242805,4.68304093567252,6.32114893617021,-1.6381080004977,16.4609053497942,-2.47885106382979,67.0837814302602,3.28658894011022,20.2913034005011,98.3796296296296,2.432065217391304,7.8,7.6,5.0,1.2654656284697159,60.1,55.1,53.4343756396573,0.6847826086956522,0.04891304347826087,0.04076086956521739,-0.004875577765743905,0.07838479809976247,0.047505938242280284,30.16304347826087,11.141304347826086,0.2798913043478261,0.09239130434782608,0.09782608695652174,0.3701477731493386,26.285714285714285,193.35714285714286,1.2857142857142858,1.0714285714285714,2.5714285714285716,11.857142857142858,0.2857142857142857,13.79857142857143,30.071428571428573,1.1428571428571428,2.9,2.357142857142857,1.4285714285714286,0.2857142857142857,2023-2025,False
