rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb,k,obs_pick,price,exp_pick,tier,order,BOARD
44,D'Andre Swift,CHI,RB,45.8,21,46,2,72.71,59.24211636071694,59.24211636071694,6,89.0,13.651917690152985,2.9076923076923076,11.36028003858886,11.74653700580229,39.64076972639763,13.633068953522995,0.5371662970407058,12.420927178703224,27.630390143737166,-0.0839013087531945,11.696456740303224,11.51587394629196,11.51587394629196,,,,,6.309843786458436,theta_star,11.51587394629196,0.0,11.51587394629196,1.4,12.915873946291962,1.776209980049999,7.4745791409013185,5.441294805390643,54.0,0.907,7.525,0.2777777777777778,True,6.1125,6.1125,top70,1.4125000000000003,5.5825448053906435,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,dandre swift,,59.254999999999995,55.0,5.0,1.0,44.0
45,Tee Higgins,CIN,WR,36.3,19,37,-8,58.06,51.063132301542794,51.063132301542794,6,81.0,15.041179138321995,2.9076923076923076,13.894337842606388,10.782394134943546,43.140579588937385,14.836707266036669,0.579126763028035,14.37701265102734,27.61943874058864,-0.0475454733053394,13.74449887029953,13.83127462930705,13.83127462930705,,,,,6.244373013062324,theta_star,13.83127462930705,-1.7763568394002505e-15,13.831274629307048,0.0,13.831274629307048,1.766970997648564,7.920755406757527,5.910519222549521,54.0,0.722,0.0,0.4814814814814814,True,4.65,4.6875,top70,-4.65,5.445519222549521,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,tee higgins,32.0,47.18,32.0,4.0,4.0,45.0
46,DJ Moore,BUF,WR,48.9,25,49,3,71.14,59.24211636071694,59.24211636071694,8,130.0,12.27039600153787,2.9766536964980546,12.853924073475545,10.782394134943546,43.140579588937385,14.492979025303148,0.5734031673209011,12.60499284620759,29.38261464750171,-0.0595252089551882,11.594446715171957,12.316635021592194,12.316635021592194,,,,,6.182658948278936,theta_star,12.316635021592194,0.9316824892039026,13.248317510796095,0.0,13.248317510796095,1.24324765717444,7.920755406757527,5.32756210403857,54.0,0.944,5.775,0.3148148148148148,True,4.65,4.6875,top70,1.125,5.44006210403857,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.9316824892039026,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,dj moore,,60.019999999999996,56.0,4.0,7.0,46.0
47,Luther Burden III,CHI,WR,58.5,28,59,12,77.29,69.67356531621753,69.67356531621753,1,13.0,9.715384615384616,1.0,12.739458663273002,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,12.161404768443775,22.72142368240931,0.0900272972176797,11.337072067070524,12.471391472736713,12.471391472736713,,,,,7.594752425403894,theta_star,12.471391472736713,0.714304263631643,13.185695736368356,0.0,13.185695736368356,1.3779289191939377,7.920755406757527,5.264940329610829,18.0,0.833,1.05,0.6111111111111112,False,4.65,4.6875,top70,0.0,5.264940329610829,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.7143042636316438,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,luther burden,33.0,67.89500000000001,33.0,4.0,5.0,47.0
48,Jaylen Waddle,DEN,WR,45.9,23,47,-1,60.59,51.063132301542794,51.063132301542794,5,77.0,12.542768003975784,2.8181818181818183,13.894337842606388,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,13.335772575379874,27.76728268309377,-0.0479214714900441,11.917802871602175,13.077492310317725,13.077492310317725,,,,,6.326338155306967,theta_star,13.077492310317725,0.0,13.077492310317725,0.0,13.077492310317725,1.778530032823029,7.920755406757527,5.156736903560198,54.0,0.833,4.875,0.4074074074074074,True,4.65,4.6875,top70,0.2249999999999996,5.179236903560198,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jaylen waddle,,53.245000000000005,51.0,4.0,6.0,48.0
49,DK Metcalf,PIT,WR,64.8,33,66,17,88.1,73.52284750866616,73.52284750866616,7,111.0,12.933944341516131,2.953488372093023,12.43820922971078,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,12.648741407148858,28.71457905544148,-0.0522096311409011,12.15711060793941,12.318830344683152,12.318830344683152,,,,,6.203253256747046,pi_market (market-anchored),12.43820922971078,0.4558953851446112,12.894104614855392,0.0,12.894104614855392,1.2453165517998874,7.920755406757527,4.973349208097865,54.0,0.852,6.2,0.3518518518518518,True,4.65,4.6875,top70,1.5499999999999998,5.128349208097865,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.4558953851446096,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,dk metcalf,,76.44999999999999,67.0,5.0,99.0,49.0
50,Rome Odunze,CHI,WR,51.9,26,52,2,72.31,59.24211636071694,59.24211636071694,2,29.0,10.957843137254905,1.8,12.853924073475545,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,12.26558867522058,24.246406570841888,0.0582400473752514,11.902002576825971,12.558552129092671,12.558552129092671,,,,,7.436722530772208,theta_star,12.558552129092671,0.7007239354536665,13.259276064546338,0.0,13.259276064546338,1.3635177419795652,7.920755406757527,5.338520657788811,36.0,0.806,2.075,0.5833333333333334,True,4.65,4.6875,top70,-2.575,5.081020657788811,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.7007239354536647,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,rome odunze,,62.105000000000004,58.0,5.0,99.0,50.0
51,Terry McLaurin,WAS,WR,46.8,24,48,-3,62.08,51.063132301542794,51.063132301542794,7,107.0,12.817073380533316,2.953488372093023,13.894337842606388,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,13.436837803823677,30.962354551676935,-0.0893213521051494,11.673176068665272,12.95103967071161,12.95103967071161,,,,,6.203253256747046,theta_star,12.95103967071161,0.0,12.95103967071161,0.0,12.95103967071161,1.7611435570030975,7.920755406757527,5.0302842639540835,54.0,0.815,3.95,0.3333333333333333,True,4.65,4.6875,top70,-0.7000000000000002,4.960284263954083,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,terry mclaurin,,54.44,52.0,5.0,99.0,51.0
52,Carnell Tate,TEN,WR,76.1,38,78,26,69.62,59.24211636071694,59.24211636071694,0,0.0,,0.0,12.853924073475545,11.422710913543565,36.420213460414466,inf,1.0,12.853924073475545,21.61533196440794,0.065003711219415,,12.853924073475545,12.853924073475545,,,,,11.422710913543565,pi_market (market-anchored),12.853924073475545,0.0,12.853924073475545,0.0,12.853924073475545,2.3898442327423313,7.920755406757527,4.933168666718018,,,,,False,4.65,4.6875,top70,0.0,4.933168666718018,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,carnell tate,,72.86,64.0,5.0,99.0,52.0
53,David Montgomery,HOU,RB,58.2,24,57,4,75.84,69.67356531621753,69.67356531621753,7,105.0,12.337007432894415,2.953488372093023,10.925918745824406,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,11.584503612394483,29.234770704996578,-0.0999935263415817,10.597213963280794,10.772505287594557,10.772505287594557,,,,,6.264180313757624,theta_star,10.772505287594557,0.2114989424810875,10.984004230075644,1.4,12.384004230075645,1.5829314974132802,7.4745791409013185,4.9094250891743245,54.0,0.833,5.925000000000001,0.3333333333333333,True,6.1125,6.1125,top70,-0.1874999999999991,4.890675089174325,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.211498942481089,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,david montgomery,,67.02000000000001,62.0,5.0,3.0,53.0
54,Jadarian Price,SEA,RB,78.0,30,79,25,81.21,69.67356531621753,69.67356531621753,0,0.0,,0.0,10.925918745824406,13.882089022740637,35.36523585755328,inf,1.0,10.925918745824406,22.89664613278576,0.0709863059198488,,10.925918745824406,10.925918745824406,,,,,13.882089022740637,theta_star,10.925918745824406,0.0,10.925918745824406,1.4,12.325918745824406,2.634586212552233,7.4745791409013185,4.851339604923088,,,,,False,6.1125,6.1125,top70,0.0,4.851339604923088,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jadarian price,,79.60499999999999,72.0,6.0,3.0,54.0
55,Trey McBride,ARI,TE,35.3,1,36,-19,19.49,21.077558739681457,21.077558739681457,4,,16.0616,2.6471,13.476185064935066,6.695175531217138,,10.571881591100038,0.612257289485432,14.47866085966199,,,,14.47866085966199,14.47866085966199,,,,,4.099170023372191,theta_star,14.47866085966199,0.0,14.47866085966199,0.0,14.47866085966199,1.4316371787873126,9.786079490785122,4.692581368876867,54.0,0.926,7.025,0.2592592592592592,True,6.5875,3.725,top70,0.4375,4.736331368876868,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,trey mcbride,30.0,27.394999999999996,30.0,,99.0,55.0
56,Tony Pollard,TEN,RB,68.9,28,71,15,90.64,73.52284750866616,73.52284750866616,7,109.0,11.819531834538784,2.953488372093023,10.925918745824406,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,11.342986831047485,29.3388090349076,-0.0999960735449725,10.270757911093408,10.620141359273898,10.620141359273898,,,,,6.264180313757624,theta_star,10.620141359273898,0.0,10.620141359273898,1.4,12.020141359273898,1.7697712159708137,7.4745791409013185,4.54556221837258,54.0,0.926,6.55,0.3333333333333333,True,6.1125,6.1125,top70,0.4375,4.58931221837258,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,tony pollard,,79.77000000000001,73.0,6.0,4.0,56.0
57,Michael Pittman Jr.,PIT,WR,74.8,36,76,19,91.18,73.52284750866616,73.52284750866616,6,94.0,12.114161220043574,2.9076923076923076,12.43820922971078,10.782394134943546,43.140579588937385,14.836707266036669,0.579126763028035,12.30182609494782,28.90622861054073,-0.0539073562501046,11.54081931988442,12.060521833536182,12.060521833536182,,,,,6.244373013062324,pi_market (market-anchored),12.43820922971078,0.0,12.43820922971078,0.0,12.43820922971078,1.766970997648564,7.920755406757527,4.517453822953254,54.0,0.907,4.65,0.3518518518518518,True,4.65,4.6875,top70,0.0,4.517453822953254,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,michael pittman,,82.99000000000001,78.0,5.0,99.0,57.0
58,Lamar Jackson,BAL,QB,52.8,3,54,-4,39.28,33.76254598473099,33.76254598473099,8,,19.9063,2.9767,19.516798543728473,8.540768288565792,,16.093224653007262,0.653293385736417,19.65184127488311,,,,19.65184127488311,19.65184127488311,,,,,5.579627432027371,theta_star,19.65184127488311,0.0,19.65184127488311,0.0,19.65184127488311,1.670273545265471,15.166228061514008,4.4856132133691045,54.0,0.852,10.125,0.2407407407407407,True,10.125,10.6175,top70,0.0,4.4856132133691045,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,lamar jackson,,46.04,46.0,,99.0,58.0
59,Jameson Williams,DET,WR,44.2,22,44,-15,67.3,59.24211636071694,59.24211636071694,4,43.0,12.649264069264069,2.6470588235294117,12.853924073475545,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,12.772434812215277,25.43463381245722,0.0161615714289195,12.683909114749795,12.786229393984382,12.786229393984382,,,,,6.489179463816703,theta_star,12.786229393984382,0.0,12.786229393984382,0.0,12.786229393984382,1.8012744743398634,7.920755406757527,4.865473987226855,54.0,0.815,0.45,0.4629629629629629,True,4.65,4.6875,top70,-4.2,4.445473987226855,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jameson williams,37.0,55.75,37.0,5.0,99.0,59.0
60,Drake Maye,NE,QB,49.6,2,50,-10,47.91,49.702296406664395,49.702296406664395,2,,18.7229,1.8,19.516798543728473,8.540768288565792,,26.61372323589262,0.7570504388429674,19.32392124092643,,,,19.32392124092643,19.32392124092643,,,,,6.465792380914832,theta_star,19.32392124092643,-3.552713678800501e-15,19.323921240926428,0.0,19.323921240926428,1.7980256367631178,15.166228061514008,4.157693179412421,36.0,0.833,11.11,0.2222222222222222,True,10.125,10.6175,top70,0.9849999999999994,4.256193179412421,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,drake maye,,48.754999999999995,47.0,,99.0,60.0
61,Mike Evans,SF,WR,53.7,27,55,-6,97.31,79.10274419252515,79.10274419252515,12,175.0,13.662406955944771,2.9985355137905785,12.30481024102512,10.782394134943546,43.140579588937385,14.387216489692834,0.5716106102813692,12.886390269213567,33.02943189596167,-0.1473312182120288,11.666695990657187,12.03144886673924,12.03144886673924,,,,,6.163330891769335,theta_star,12.03144886673924,0.584275566630378,12.61572443336962,0.0,12.61572443336962,1.2413028328906424,7.920755406757527,4.6949690266120925,54.0,0.722,0.0,0.4259259259259259,True,4.65,4.6875,top70,-4.65,4.229969026612093,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.5842755666303788,-0.0,-0.0,-0.0,-0.0,0.0,mike evans,,75.505,66.0,5.0,99.0,61.0
62,Bhayshul Tuten,JAX,RB,52.7,23,53,-9,79.78,69.67356531621753,69.67356531621753,1,15.0,5.906666666666666,1.0,10.925918745824406,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,9.615172726215189,24.54483230663929,0.0106230347549854,8.395826588247687,10.265201138402569,10.265201138402569,,,,,11.442449765890135,theta_star,10.265201138402569,0.0,10.265201138402569,1.4,11.66520113840257,2.391908209556769,7.4745791409013185,4.190621997501251,18.0,0.833,1.25,0.6111111111111112,False,6.1125,6.1125,top70,0.0,4.190621997501251,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,bhayshul tuten,,66.24000000000001,60.0,6.0,5.0,62.0
63,Marvin Harrison Jr.,ARI,WR,65.9,34,68,5,92.05,79.10274419252515,79.10274419252515,2,28.0,11.598395721925137,1.8,12.30481024102512,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,12.085616714267664,24.057494866529773,0.0627965107445783,12.418250566436772,12.340009666194316,12.340009666194316,,,,,7.436722530772208,pi_market (market-anchored),12.30481024102512,0.0,12.30481024102512,0.0,12.30481024102512,1.9283052832438392,7.920755406757527,4.3840548342675945,36.0,0.806,1.0499999999999998,0.5833333333333334,True,4.65,4.6875,top70,-3.6000000000000005,4.024054834267594,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,marvin harrison,,78.975,70.0,5.0,99.0,63.0
64,Courtland Sutton,DEN,WR,60.2,30,61,-3,85.87,73.52284750866616,73.52284750866616,8,112.0,13.1324141950898,2.9766536964980546,12.43820922971078,10.782394134943546,43.140579588937385,14.492979025303148,0.5734031673209011,12.734354869171574,30.89390828199863,-0.0878168940387657,11.919387209377948,12.216881399112625,12.216881399112625,,,,,6.182658948278936,theta_star,12.216881399112625,-0.4084406995563121,11.80844069955631,0.0,11.80844069955631,1.24324765717444,7.920755406757527,3.887685292798784,54.0,0.907,6.0,0.2777777777777778,True,4.65,4.6875,top70,1.3499999999999996,4.0226852927987835,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.4084406995563112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,courtland sutton,,73.035,65.0,5.0,99.0,64.0
65,Quentin Johnston,LAC,WR,95.4,45,96,31,144.43,119.44739385910852,119.44739385910852,3,45.0,11.642809739280327,2.3333333333333335,10.169649826735766,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,10.712305516493837,24.985626283367555,0.0352413375037847,12.15463925476624,10.900843906928854,10.900843906928854,,,,,6.810573101316178,pi_market (market-anchored),10.169649826735766,2.015175086632116,12.184824913367882,0.0,12.184824913367882,1.3048537371403144,7.920755406757527,4.264069506610355,54.0,0.833,1.85,0.5555555555555556,True,4.65,4.6875,top70,-2.8000000000000007,3.9840695066103544,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.0151750866321168,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,quentin johnston,,119.915,114.0,5.0,99.0,65.0
66,Alec Pierce,IND,WR,64.5,31,64,-2,97.81,79.10274419252515,79.10274419252515,4,61.0,10.748392857142855,2.6470588235294117,12.30481024102512,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,11.685093148211283,26.33264887063655,-0.0245348180647417,10.859990895629178,11.72952802325872,11.72952802325872,,,,,6.489179463816703,pi_market (market-anchored),12.30481024102512,-0.1989620482050238,12.105848192820098,0.0,12.105848192820098,1.611108868303654,7.920755406757527,4.185092786062571,54.0,0.889,2.025,0.6111111111111112,True,4.65,4.6875,top70,-2.6250000000000004,3.9225927860625704,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1989620482050242,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,alec pierce,,81.155,75.0,5.0,99.0,66.0
67,Jaylen Warren,PIT,RB,58.4,25,58,-9,104.7,88.557584133917,88.557584133917,4,63.0,11.389503267973856,2.6470588235294117,9.4762971493062,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,10.317311963190225,27.83299110198494,-0.0882138062059325,10.197061547929938,9.79313365251836,9.79313365251836,,,,,6.582947187996207,theta_star,9.79313365251836,0.0,9.79313365251836,1.4,11.19313365251836,1.814241878581272,7.4745791409013185,3.718554511617042,54.0,0.889,6.9,0.3518518518518518,True,6.1125,6.1125,top70,0.7875000000000005,3.797304511617042,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jaylen warren,,81.55,77.0,6.0,6.0,67.0
68,Brock Bowers,LV,TE,40.7,2,42,-26,23.73,21.905821305289543,21.905821305289543,2,,14.9399,1.8,12.894331232492998,6.695175531217138,,15.547126533222729,0.698989092414084,13.510069743729684,,,,13.510069743729684,13.510069743729684,,,,,4.679854668118451,theta_star,13.510069743729684,0.0,13.510069743729684,0.0,13.510069743729684,1.52968210228767,9.786079490785122,3.723990252944562,36.0,0.806,6.15,0.3333333333333333,True,6.5875,3.725,top70,-0.4375,3.6802402529445617,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,brock bowers,18.0,32.215,18.0,,99.0,68.0
69,Jalen Hurts,PHI,QB,74.6,7,74,5,53.68,51.063132301542794,51.063132301542794,6,,20.439,2.9077,17.634423450195044,8.540768288565792,,16.47511841820226,0.6585862260778834,18.591944514317422,,,,18.591944514317422,18.591944514317422,,,,,5.624832354972209,theta_star,18.591944514317422,0.0,18.591944514317422,0.0,18.591944514317422,1.6770259918934185,15.166228061514008,3.4257164528034156,54.0,0.889,12.14,0.1666666666666666,True,10.125,10.6175,top70,2.015000000000001,3.627216452803416,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jalen hurts,,64.14,59.0,,99.0,69.0
70,Patrick Mahomes,KC,QB,96.2,11,97,27,108.91,95.29858764645076,95.29858764645076,9,,19.7244,2.9883,17.634423450195044,8.540768288565792,,16.0307538816741,0.6524119169584841,18.36087439274347,,,,18.36087439274347,18.36087439274347,,,,,5.5720990114414395,theta_star,18.36087439274347,0.0,18.36087439274347,0.0,18.36087439274347,1.6691463404149798,15.166228061514008,3.194646331229462,54.0,0.852,12.955,0.1851851851851851,True,10.125,10.6175,top70,2.83,3.477646331229462,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,patrick mahomes,,102.555,92.0,,99.0,70.0
71,Rachaad White,WAS,RB,110.3,38,112,41,128.41,100.27302497070912,100.27302497070912,4,65.0,10.723812091503268,2.6470588235294117,9.4762971493062,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,10.024684767708782,27.63586584531143,-0.0840267865608182,9.84736188544678,9.639411273267667,9.639411273267667,,,,,6.582947187996207,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.814241878581272,7.4745791409013185,3.401718008404882,54.0,0.907,6.199999999999999,0.3333333333333333,True,6.1125,6.1125,top70,0.0874999999999994,3.410468008404882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rachaad white,,119.35499999999999,113.0,6.0,7.0,71.0
