rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb,k,exp_pick,board_slot,board_rank
53,David Montgomery,HOU,RB,63.6,26,63,10,75.84,69.67356531621753,63.6,vet,7,105.0,12.337007432894415,2.953488372093023,10.925918745824406,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,11.584503612394483,29.234770704996578,-0.0999935263415817,10.597213963280794,10.772505287594557,10.772505287594557,,,,,6.264180313757624,theta_star,10.772505287594557,0.2114989424810875,10.984004230075644,1.4,12.384004230075645,1.5829314974132802,7.4745791409013185,4.9094250891743245,54.0,0.833,5.925000000000001,0.3333333333333333,True,6.075,6.0,top70,-0.1499999999999994,4.894425089174325,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.211498942481089,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,david montgomery,63.0,53.0,55
54,Jadarian Price,SEA,RB,64.5,27,65,11,81.21,69.67356531621753,64.5,rookie,0,0.0,,0.0,10.925918745824406,13.882089022740637,35.36523585755328,inf,1.0,10.925918745824406,22.89664613278576,0.0709863059198488,,10.925918745824406,10.925918745824406,,,,,13.882089022740637,theta_star,10.925918745824406,0.0,10.925918745824406,1.4,12.325918745824406,2.634586212552233,7.4745791409013185,4.851339604923088,,,,,False,6.075,6.0,top70,0.0,4.851339604923088,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jadarian price,65.0,54.0,56
55,Wan'Dale Robinson,TEN,WR,70.9,34,71,16,117.66,100.27302497070912,70.9,vet,4,52.0,12.04959663865546,2.6470588235294117,12.739458663273002,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,12.464777017612978,25.65366187542779,0.0057569197190454,12.134663535180824,12.49864801542842,12.49864801542842,,,,,6.489179463816703,pi_market (market-anchored),12.739458663273002,0.0,12.739458663273002,0.0,12.739458663273002,1.8012744743398634,7.920755406757527,4.818703256515475,54.0,0.889,4.75,0.4444444444444444,True,4.65,4.6875,top70,0.0999999999999996,4.828703256515475,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,wandale robinson,71.0,55.0,57
56,Michael Pittman Jr.,PIT,WR,72.2,35,74,18,91.18,73.52284750866616,72.2,vet,6,94.0,12.114161220043574,2.9076923076923076,12.739458663273002,10.782394134943546,43.140579588937385,14.836707266036669,0.579126763028035,12.47628770427074,28.90622861054073,-0.0539073562501046,11.54081931988442,12.2349834428591,12.2349834428591,,,,,6.244373013062324,pi_market (market-anchored),12.739458663273002,-1.7763568394002505e-15,12.739458663273,0.0,12.739458663273,1.766970997648564,7.920755406757527,4.818703256515473,54.0,0.907,4.65,0.3518518518518518,True,4.65,4.6875,top70,0.0,4.818703256515473,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,michael pittman,75.0,56.0,58
57,Jakobi Meyers,JAX,WR,76.1,37,79,22,117.42,100.27302497070912,76.1,vet,7,97.0,12.445239356444082,2.953488372093023,12.43820922971078,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,12.441194832008422,29.809719370294317,-0.0662678825391049,11.64956612403304,12.103282882341112,12.103282882341112,,,,,6.203253256747046,pi_market (market-anchored),12.43820922971078,0.0,12.43820922971078,0.0,12.43820922971078,1.7611435570030975,7.920755406757527,4.517453822953254,54.0,0.87,7.025,0.3703703703703703,True,4.65,4.6875,top70,2.375,4.7549538229532535,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,jakobi meyers,79.0,57.0,59
59,Chuba Hubbard,CAR,RB,74.7,31,77,18,115.02,100.27302497070912,74.7,vet,5,74.0,10.658356621240872,2.8181818181818183,10.925918745824406,11.74653700580229,39.64076972639763,14.06607958033464,0.5449304038355045,10.80415935784126,27.225188227241617,-0.0735180972631073,9.982276500325009,10.496495850241237,10.496495850241237,,,,,6.40104515424054,pi_market (market-anchored),10.925918745824406,0.0,10.925918745824406,1.4,12.325918745824406,1.7890004407825812,7.4745791409013185,4.851339604923088,54.0,0.87,3.725,0.4074074074074074,True,6.075,6.0,top70,-2.35,4.616339604923088,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,chuba hubbard,77.0,58.0,60
124,Colston Loveland,CHI,TE,60.8,3,61,-63,45.37,49.702296406664395,60.8,soph,1,,11.0067,1.0,11.629775407394895,8.982491813344657,,23.854679408424037,0.7264535439828048,11.45933533787055,,,,11.45933533787055,11.45933533787055,,,,,6.525363011600756,theta_star,11.45933533787055,0.0,11.45933533787055,0.0,11.45933533787055,1.806289430241006,9.786079490785122,1.6732558470854286,18.0,0.889,3.425,0.6111111111111112,False,7.025,3.725,top70,0.0,1.6732558470854286,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,colston loveland,61.0,58.22857142857143,61
60,Jaylen Warren,PIT,RB,67.2,28,68,8,104.7,88.557584133917,67.2,vet,4,63.0,11.389503267973856,2.6470588235294117,10.925918745824406,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,11.129703088144272,27.83299110198494,-0.0882138062059325,10.197061547929938,10.60552477747241,10.60552477747241,,,,,6.582947187996207,theta_star,10.60552477747241,0.0,10.60552477747241,1.4,12.005524777472411,1.814241878581272,7.4745791409013185,4.530945636571093,54.0,0.889,6.9,0.3518518518518518,True,6.075,6.0,top70,0.8250000000000002,4.613445636571093,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,jaylen warren,68.0,59.0,62
61,Tony Pollard,TEN,RB,63.5,25,62,1,90.64,73.52284750866616,63.5,vet,7,109.0,11.819531834538784,2.953488372093023,10.925918745824406,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,11.342986831047485,29.3388090349076,-0.0999960735449725,10.270757911093408,10.620141359273898,10.620141359273898,,,,,6.264180313757624,theta_star,10.620141359273898,0.0,10.620141359273898,1.4,12.020141359273898,1.7697712159708137,7.4745791409013185,4.54556221837258,54.0,0.926,6.55,0.3333333333333333,True,6.075,6.0,top70,0.4749999999999996,4.59306221837258,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,tony pollard,62.0,60.0,63
62,Marvin Harrison Jr.,ARI,WR,63.9,31,64,2,92.05,79.10274419252515,63.9,vet,2,28.0,11.598395721925137,1.8,12.853924073475545,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,12.46434588690184,24.057494866529773,0.0627965107445783,12.418250566436772,12.71873883882849,12.71873883882849,,,,,7.436722530772208,pi_market (market-anchored),12.853924073475545,0.0,12.853924073475545,0.0,12.853924073475545,1.9283052832438392,7.920755406757527,4.933168666718018,36.0,0.806,1.0499999999999998,0.5833333333333334,True,4.65,4.6875,top70,-3.6000000000000005,4.573168666718018,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,marvin harrison,64.0,61.0,64
63,Carnell Tate,TEN,WR,76.4,38,80,17,69.62,59.24211636071694,76.4,rookie,0,0.0,,0.0,12.43820922971078,11.422710913543565,36.420213460414466,inf,1.0,12.43820922971078,21.61533196440794,0.065003711219415,,12.43820922971078,12.43820922971078,,,,,11.422710913543565,pi_market (market-anchored),12.43820922971078,0.0,12.43820922971078,0.0,12.43820922971078,2.3898442327423313,7.920755406757527,4.517453822953254,,,,,False,4.65,4.6875,top70,0.0,4.517453822953254,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,carnell tate,80.0,62.0,65
64,Bhayshul Tuten,JAX,RB,51.2,23,52,-12,79.78,69.67356531621753,51.2,soph,1,15.0,5.906666666666666,1.0,11.36028003858886,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,9.93610330727511,24.54483230663929,0.0106230347549854,8.395826588247687,10.58613171946249,10.58613171946249,,,,,11.442449765890135,theta_star,10.58613171946249,0.0,10.58613171946249,1.4,11.98613171946249,2.391908209556769,7.4745791409013185,4.511552578561171,18.0,0.833,1.25,0.6111111111111112,False,6.075,6.0,top70,0.0,4.511552578561171,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,bhayshul tuten,53.0,63.0,66
123,Tyler Warren,IND,TE,65.8,4,67,-56,47.06,49.702296406664395,65.8,soph,1,,11.0882,1.0,11.629775407394895,8.982491813344657,,23.854679408424037,0.7264535439828048,11.481629374035952,,,,11.481629374035952,11.481629374035952,,,,,6.525363011600756,theta_star,11.481629374035952,0.0,11.481629374035952,0.0,11.481629374035952,1.806289430241006,9.786079490785122,1.6955498832508304,18.0,0.944,7.0,0.3888888888888889,False,7.025,3.725,top70,0.0,1.6955498832508304,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,tyler warren,67.0,63.333333333333336,67
65,Christian Watson,GB,WR,68.7,33,70,5,102.0,88.557584133917,68.7,vet,4,42.0,11.954043771043771,2.6470588235294117,12.853924073475545,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,12.495619668321432,27.307323750855577,-0.0459564897717899,11.509421906469855,12.31858504241156,12.31858504241156,,,,,6.489179463816703,pi_market (market-anchored),12.853924073475545,0.0,12.853924073475545,0.0,12.853924073475545,1.8012744743398634,7.920755406757527,4.933168666718018,54.0,0.611,0.0,0.6481481481481481,True,4.65,4.6875,top70,-4.65,4.468168666718018,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,christian watson,70.0,64.0,68
66,Mike Evans,SF,WR,60.0,30,60,-6,97.31,79.10274419252515,60.0,vet,12,175.0,13.662406955944771,2.9985355137905785,12.853924073475545,10.782394134943546,43.140579588937385,14.387216489692834,0.5716106102813692,13.200269562094498,33.02943189596167,-0.1473312182120288,11.666695990657187,12.34532815962017,12.34532815962017,,,,,6.163330891769335,theta_star,12.34532815962017,0.4273359201899147,12.772664079810085,0.0,12.772664079810085,1.2413028328906424,7.920755406757527,4.851908673052558,54.0,0.722,0.0,0.4259259259259259,True,4.65,4.6875,top70,-4.65,4.386908673052558,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.4273359201899147,-0.0,-0.0,-0.0,-0.0,0.0,mike evans,60.0,65.0,69
67,Quentin Johnston,LAC,WR,95.2,46,98,31,144.43,119.44739385910852,95.2,vet,3,45.0,11.642809739280327,2.3333333333333335,10.82380934425052,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,11.125497722065097,24.985626283367555,0.0352413375037847,12.15463925476624,11.314036112500116,11.314036112500116,,,,,6.810573101316178,pi_market (market-anchored),10.82380934425052,1.6880953278747397,12.51190467212526,0.0,12.51190467212526,1.3048537371403144,7.920755406757527,4.591149265367733,54.0,0.833,1.85,0.5555555555555556,True,4.65,4.6875,top70,-2.8000000000000007,4.311149265367733,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.6880953278747397,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,quentin johnston,98.0,66.0,70
68,Rico Dowdle,PIT,RB,71.3,29,72,4,110.79,95.29858764645076,71.3,vet,4,51.0,11.436893704850362,2.4156133828996285,10.925918745824406,11.74653700580229,39.64076972639763,16.4102293881209,0.582816547842744,11.139089043196767,28.21629021218343,-0.0945733236884882,10.120322387881023,10.589837276172274,10.589837276172274,,,,,6.846076146828733,theta_star,10.589837276172274,0.0,10.589837276172274,1.4,11.989837276172274,1.850145419531764,7.4745791409013185,4.5152581352709555,54.0,0.907,3.2,0.4259259259259259,True,6.075,6.0,top70,-2.875,4.227758135270956,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rico dowdle,72.0,67.0,71
69,Rhamondre Stevenson,NE,RB,72.2,30,74,5,112.39,95.29858764645076,72.2,vet,5,70.0,12.438830306316074,2.8181818181818183,10.925918745824406,11.74653700580229,39.64076972639763,14.06607958033464,0.5449304038355045,11.614398798689946,28.520191649555095,-0.0977623054607625,10.698853421542044,10.82258822040027,10.82258822040027,,,,,6.40104515424054,theta_star,10.82258822040027,0.0,10.82258822040027,1.4,12.22258822040027,1.7890004407825812,7.4745791409013185,4.748009079498952,54.0,0.759,0.15,0.5185185185185185,True,6.075,6.0,top70,-5.925,4.155509079498952,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rhamondre stevenson,74.0,68.0,72
70,Courtland Sutton,DEN,WR,59.8,29,59,-11,85.87,73.52284750866616,59.8,vet,8,112.0,13.1324141950898,2.9766536964980546,12.853924073475545,10.782394134943546,43.140579588937385,14.492979025303148,0.5734031673209011,12.972727077288605,30.89390828199863,-0.0878168940387657,11.919387209377948,12.455253607229654,12.455253607229654,,,,,6.182658948278936,theta_star,12.455253607229654,-0.5276268036148277,11.927626803614826,0.0,11.927626803614826,1.24324765717444,7.920755406757527,4.006871396857299,54.0,0.907,6.0,0.2777777777777778,True,4.65,4.6875,top70,1.3499999999999996,4.141871396857299,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.5276268036148268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,courtland sutton,59.0,69.0,73
71,Lamar Jackson,BAL,QB,52.8,3,54,-17,39.28,33.76254598473099,52.8,vet,8,,19.9063,2.9767,19.516798543728473,8.540768288565792,,16.093224653007262,0.653293385736417,19.65184127488311,,,,19.65184127488311,19.65184127488311,,,,,5.579627432027371,theta_star,19.65184127488311,0.0,19.65184127488311,0.0,19.65184127488311,1.670273545265471,15.166228061514008,4.4856132133691045,54.0,0.852,10.125,0.2407407407407407,True,14.445,10.6175,top70,-4.32,4.053613213369104,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,lamar jackson,55.0,70.0,74
72,Parker Washington,JAX,WR,75.4,36,78,6,102.64,88.557584133917,75.4,vet,3,29.0,10.881190476190474,2.3333333333333335,12.43820922971078,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,11.86466315473078,24.449007529089663,0.0528683705547672,11.788376993748818,12.198835922556457,12.198835922556457,,,,,6.810573101316178,pi_market (market-anchored),12.43820922971078,-1.7763568394002505e-15,12.43820922971078,0.0,12.43820922971078,1.84534185197705,7.920755406757527,4.517453822953252,54.0,0.704,0.0,0.6851851851851852,True,4.65,4.6875,top70,-4.65,4.052453822953252,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,parker washington,78.0,71.0,75
73,Drake Maye,NE,QB,49.6,2,49,-24,47.91,49.702296406664395,49.6,vet,2,,18.7229,1.8,19.516798543728473,8.540768288565792,,26.61372323589262,0.7570504388429674,19.32392124092643,,,,19.32392124092643,19.32392124092643,,,,,6.465792380914832,theta_star,19.32392124092643,-3.552713678800501e-15,19.323921240926428,0.0,19.323921240926428,1.7980256367631178,15.166228061514008,4.157693179412421,36.0,0.833,11.11,0.2222222222222222,True,14.445,10.6175,top70,-3.335000000000001,3.824193179412421,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,drake maye,50.0,72.0,76
74,Alec Pierce,IND,WR,55.5,28,56,-18,97.81,79.10274419252515,55.5,vet,4,61.0,10.748392857142855,2.6470588235294117,12.853924073475545,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,12.015566896456772,26.33264887063655,-0.0245348180647417,10.859990895629178,12.060001771504211,12.060001771504211,,,,,6.489179463816703,theta_star,12.060001771504211,-0.1500003543008397,11.910001417203372,0.0,11.910001417203372,1.611108868303654,7.920755406757527,3.9892460104458447,54.0,0.889,2.025,0.6111111111111112,True,4.65,4.6875,top70,-2.6250000000000004,3.726746010445845,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1500003543008422,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,alec pierce,56.0,73.0,77
76,RJ Harvey,DEN,RB,83.1,32,85,9,129.54,100.27302497070912,83.1,soph,1,17.0,12.152941176470588,1.0,9.503735633804158,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,10.195558950388689,25.571526351813823,-0.0229747295422899,11.772507951288189,10.09621121336118,10.09621121336118,,,,,11.442449765890135,pi_market (market-anchored),9.503735633804158,0.0,9.503735633804158,1.4,10.90373563380416,2.391908209556769,7.4745791409013185,3.42915649290284,18.0,0.944,4.949999999999999,0.5,False,6.075,6.0,top70,0.0,3.42915649290284,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rj harvey,85.0,74.0,78
77,Rachaad White,WAS,RB,98.0,36,101,24,128.41,100.27302497070912,98.0,vet,4,65.0,10.723812091503268,2.6470588235294117,9.4762971493062,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,10.024684767708782,27.63586584531143,-0.0840267865608182,9.84736188544678,9.639411273267667,9.639411273267667,,,,,6.582947187996207,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,1.814241878581272,7.4745791409013185,3.401718008404882,54.0,0.907,6.199999999999999,0.3333333333333333,True,6.075,6.0,top70,0.1249999999999991,3.4142180084048817,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,rachaad white,101.0,75.0,79
78,Kyle Monangai,CHI,RB,100.1,37,103,25,133.34,119.44739385910852,100.1,soph,1,16.0,9.0375,1.0,9.4762971493062,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,9.36170804164666,24.238193018480494,0.022039728634871,10.562121585886434,9.7598533516639,9.7598533516639,,,,,11.442449765890135,pi_market (market-anchored),9.4762971493062,0.0,9.4762971493062,1.4,10.8762971493062,2.391908209556769,7.4745791409013185,3.401718008404882,18.0,0.944,3.075,0.5555555555555556,False,6.075,6.0,top70,0.0,3.401718008404882,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4,kyle monangai,103.0,76.0,80
171,Kyle Pitts,ATL,TE,78.5,5,81,-90,65.97,59.24211636071694,78.5,vet,5,,10.3472,2.8182,10.353369451689588,6.695175531217138,,9.930036108083495,0.5972878014141912,10.350884938235604,,,,10.350884938235604,10.350884938235604,,,,,3.9989466731227745,theta_star,10.350884938235604,1.7763568394002505e-15,10.350884938235604,0.0,10.350884938235604,1.4140273464687263,9.786079490785122,0.5648054474504836,54.0,0.944,3.725,0.5740740740740741,True,7.025,3.725,top70,-3.3000000000000003,0.2348054474504834,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,kyle pitts,81.0,76.56756756756756,81
79,Brian Thomas Jr.,JAX,WR,83.0,39,84,5,106.17,95.29858764645076,83.0,vet,2,31.0,12.178151260504205,1.8,11.063778356464836,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,11.409557386135038,23.89869952087611,0.0663770830781371,12.879661960261334,11.62722930563885,11.62722930563885,,,,,7.436722530772208,pi_market (market-anchored),11.063778356464836,0.0,11.063778356464836,0.0,11.063778356464836,1.9283052832438392,7.920755406757527,3.143022949707309,36.0,0.861,6.0,0.3888888888888889,True,4.65,4.6875,top70,1.3499999999999996,3.2780229497073083,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,brian thomas,84.0,77.0,82
