rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,post_var,arm,value_prior,view_shift,value_post_views,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers
35,Tee Higgins,CIN,WR,39.2,19,40,5,vet,6,81.0,15.041179138321995,2.9076923076923076,14.318447404719464,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,14.622625848903121,6.244373013062324,theta_star,14.622625848903121,0.0,14.622625848903121,1.7669709976485641,6.381994555367663,8.240631293535458,54.0,0.722,0.0,0.48148148148148145,True,4.6625,-4.6625,7.774381293535458,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
36,Garrett Wilson,NYJ,WR,28.5,14,30,-6,vet,4,58.0,14.05036414565826,2.6470588235294117,14.881502854988153,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,14.550569218545341,6.489179463816703,theta_star,14.550569218545341,1.7763568394002505e-15,14.550569218545343,1.8012744743398634,6.381994555367663,8.16857466317768,54.0,0.759,0.225,0.37037037037037035,True,4.6625,-4.4375,7.72482466317768,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
37,Cam Skattebo,NYG,RB,30.6,16,32,-5,soph,1,8.0,15.9625,1.0,13.416324058711414,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,14.081241844794953,11.442449765890137,pi_market (market-anchored),13.416324058711414,0.5018379706442957,13.91816202935571,1.6913345149533652,6.209252692992744,7.708909336362965,18.0,0.444,0.0,0.6111111111111112,False,6.1499999999999995,0.0,7.708909336362965,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.501837970644293,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
38,Javonte Williams,DAL,RB,36.7,18,38,0,vet,5,70.0,12.740607210626187,2.8181818181818183,13.416324058711414,11.74653700580229,39.64076972639763,14.066079580334641,0.5449304038355045,13.108825865531724,6.40104515424054,pi_market (market-anchored),13.416324058711414,0.5018379706442939,13.918162029355708,1.2650143432230858,6.209252692992744,7.7089093363629635,54.0,0.907,6.1499999999999995,0.37037037037037035,True,6.1499999999999995,0.0,7.7089093363629635,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.501837970644293,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
39,Jeremiyah Love,ARI,RB,25.6,13,25,-14,rookie,0,0.0,,0.0,14.434106455309395,13.882089022740637,35.36523585755328,inf,1.0,14.434106455309395,13.882089022740637,pi_market (market-anchored),14.434106455309395,-0.5170532276546975,13.917053227654698,1.8629337765162666,6.209252692992744,7.707800534661954,,,,,False,6.1499999999999995,0.0,7.707800534661954,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.5170532276546974,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
40,Drake Maye,NE,QB,49.6,2,49,9,vet,2,,18.7229,1.8,19.516798543728473,8.540768288565792,,26.61372323589262,0.7570504388429674,19.32392124092643,6.465792380914832,pi_market (market-anchored),19.516798543728473,0.0,19.516798543728473,1.7980256367631178,12.103068602642296,7.413729941086178,36.0,0.833,11.11,0.2222222222222222,True,10.125,0.9849999999999994,7.5122299410861775,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
41,Kyren Williams,LAR,RB,32.2,17,33,-8,vet,4,53.0,15.882892156862745,2.6470588235294117,13.416324058711414,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,14.500587949443492,6.582947187996207,pi_market (market-anchored),13.416324058711414,-1.7763568394002505e-15,13.416324058711412,1.8142418785812722,6.209252692992744,7.207071365718668,54.0,0.833,8.95,0.2037037037037037,True,6.1499999999999995,2.8,7.487071365718668,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
42,DJ Moore,BUF,WR,51.3,26,53,11,vet,8,130.0,12.27039600153787,2.9766536964980546,13.894337842606388,10.782394134943546,43.140579588937385,14.492979025303148,0.5734031673209011,13.201569396751495,6.182658948278936,theta_star,13.201569396751495,0.4892153016242524,13.690784698375747,1.24324765717444,6.381994555367663,7.308790143008085,54.0,0.944,5.775,0.3148148148148148,True,4.6625,1.1125000000000007,7.420040143008085,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.4892153016242524,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
43,Lamar Jackson,BAL,QB,52.8,3,54,11,vet,8,,19.9063,2.9767,19.516798543728473,8.540768288565792,,16.093224653007262,0.653293385736417,19.65184127488311,5.579627432027371,pi_market (market-anchored),19.516798543728473,0.0,19.516798543728473,1.670273545265471,12.103068602642296,7.413729941086178,54.0,0.852,10.125,0.24074074074074073,True,10.125,0.0,7.413729941086178,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
44,Terry McLaurin,WAS,WR,42.6,21,43,-1,vet,7,107.0,12.817073380533317,2.953488372093023,13.894337842606388,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,13.436837803823675,6.203253256747046,theta_star,13.436837803823675,-1.7763568394002505e-15,13.436837803823673,1.7611435570030975,6.381994555367663,7.05484324845601,54.0,0.815,3.95,0.3333333333333333,True,4.6625,-0.7124999999999995,6.98359324845601,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
45,Jaylen Waddle,DEN,WR,48.8,24,48,3,vet,5,77.0,12.542768003975784,2.8181818181818183,13.894337842606388,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,13.335772575379874,6.326338155306967,theta_star,13.335772575379874,0.0,13.335772575379874,1.7785300328230287,6.381994555367663,6.953778020012211,54.0,0.833,4.875,0.4074074074074074,True,4.6625,0.21250000000000036,6.9750280200122114,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
46,DK Metcalf,PIT,WR,65.1,32,66,20,vet,7,111.0,12.933944341516133,2.953488372093023,12.853924073475545,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,12.887907628137249,6.203253256747046,pi_market (market-anchored),12.853924073475545,0.2480379632622256,13.10196203673777,1.2453165517998874,6.381994555367663,6.719967481370108,54.0,0.852,6.2,0.35185185185185186,True,4.6625,1.5375000000000005,6.873717481370107,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.24803796326222743,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
47,Rome Odunze,CHI,WR,49.7,25,50,3,vet,2,29.0,10.957843137254903,1.8,13.894337842606388,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,12.983172211992443,7.436722530772208,theta_star,12.983172211992443,0.488413894003779,13.471586105996222,1.3635177419795652,6.381994555367663,7.089591550628559,36.0,0.806,2.075,0.5833333333333334,True,4.6625,-2.5874999999999995,6.830841550628559,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.488413894003779,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
48,Luther Burden III,CHI,WR,53.4,27,55,7,soph,1,13.0,9.715384615384615,1.0,13.173062271062271,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,12.512124739680027,7.594752425403894,theta_star,12.512124739680027,0.6939376301599847,13.206062369840012,1.3779289191939377,6.381994555367663,6.8240678144723494,18.0,0.833,1.05,0.6111111111111112,False,4.6625,0.0,6.8240678144723494,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.6939376301599863,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
49,Breece Hall,NYJ,RB,28.3,15,29,-20,vet,4,56.0,14.311621848739495,2.6470588235294117,13.416324058711414,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,13.809882649656963,6.582947187996207,pi_market (market-anchored),13.416324058711414,-0.408162029355708,13.008162029355706,1.2828627350574386,6.209252692992744,6.798909336362962,54.0,0.907,6.075,0.3148148148148148,True,6.1499999999999995,-0.07499999999999929,6.791409336362961,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.4081620293557071,-0.0
50,Dak Prescott,DAL,QB,67.3,5,69,19,vet,10,,17.7767,2.9941,19.516798543728473,8.540768288565792,,15.999700018238109,0.6519720739722866,18.91119565647081,5.568342414412976,pi_market (market-anchored),19.516798543728473,0.0,19.516798543728473,1.6685835931131794,12.103068602642296,7.413729941086178,54.0,0.778,3.495,0.35185185185185186,True,10.125,-6.63,6.750729941086178,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
51,Jameson Williams,DET,WR,45.8,23,47,-4,vet,4,43.0,12.649264069264069,2.6470588235294117,13.894337842606388,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,13.398588111753455,6.489179463816703,theta_star,13.398588111753455,0.0,13.398588111753455,1.8012744743398634,6.381994555367663,7.016593556385792,54.0,0.815,0.45,0.46296296296296297,True,4.6625,-4.2124999999999995,6.595343556385792,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
52,Joe Burrow,CIN,QB,57.8,4,58,6,vet,6,,18.2664,2.9077,19.516798543728473,8.540768288565792,,16.47511841820226,0.6585862260778834,19.089895258007417,5.624832354972209,pi_market (market-anchored),19.516798543728473,0.0,19.516798543728473,1.6770259918934185,12.103068602642296,7.413729941086178,54.0,0.648,0.0,0.42592592592592593,True,10.125,-10.125,6.401229941086178,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
53,Wan'Dale Robinson,TEN,WR,70.9,34,71,18,vet,4,52.0,12.04959663865546,2.6470588235294117,12.739458663273002,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,12.464777017612978,6.489179463816703,pi_market (market-anchored),12.739458663273002,0.0,12.739458663273002,1.8012744743398634,6.381994555367663,6.357464107905339,54.0,0.889,4.75,0.4444444444444444,True,4.6625,0.08750000000000036,6.366214107905339,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
54,Michael Pittman Jr.,PIT,WR,72.2,35,74,20,vet,6,94.0,12.114161220043574,2.9076923076923076,12.739458663273002,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,12.476287704270739,6.244373013062324,pi_market (market-anchored),12.739458663273002,-1.7763568394002505e-15,12.739458663273,1.7669709976485641,6.381994555367663,6.357464107905337,54.0,0.907,4.65,0.35185185185185186,True,4.6625,-0.01249999999999929,6.356214107905338,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
55,Mike Evans,SF,WR,60.0,30,60,5,vet,12,175.0,13.662406955944771,2.9985355137905785,12.853924073475545,10.782394134943546,43.140579588937385,14.387216489692834,0.5716106102813692,13.200269562094498,6.163330891769335,theta_star,13.200269562094498,-0.00013478104724917728,13.200134781047248,1.2413028328906424,6.381994555367663,6.818140225679586,54.0,0.722,0.0,0.42592592592592593,True,4.6625,-4.6625,6.351890225679586,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.00013478104724917725,-0.0,-0.0,-0.0,-0.0
56,Jakobi Meyers,JAX,WR,76.1,37,79,23,vet,7,97.0,12.445239356444082,2.953488372093023,12.43820922971078,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,12.441194832008422,6.203253256747046,pi_market (market-anchored),12.43820922971078,0.0,12.43820922971078,1.7611435570030975,6.381994555367663,6.056214674343118,54.0,0.87,7.025,0.37037037037037035,True,4.6625,2.3625000000000007,6.292464674343118,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
57,Marvin Harrison Jr.,ARI,WR,63.9,31,64,7,vet,2,28.0,11.598395721925135,1.8,12.853924073475545,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,12.464345886901839,7.436722530772208,pi_market (market-anchored),12.853924073475545,0.0,12.853924073475545,1.9283052832438394,6.381994555367663,6.471929518107882,36.0,0.806,1.0499999999999998,0.5833333333333334,True,4.6625,-3.6125,6.110679518107882,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
58,Carnell Tate,TEN,WR,76.4,38,80,22,rookie,0,0.0,,0.0,12.43820922971078,11.422710913543565,36.420213460414466,inf,1.0,12.43820922971078,11.422710913543565,pi_market (market-anchored),12.43820922971078,0.0,12.43820922971078,2.3898442327423313,6.381994555367663,6.056214674343118,,,,,False,4.6625,0.0,6.056214674343118,no NFL rows: full shrinkage to market,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
59,Christian Watson,GB,WR,68.7,33,70,11,vet,4,42.0,11.954043771043773,2.6470588235294117,12.853924073475545,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,12.495619668321432,6.489179463816703,pi_market (market-anchored),12.853924073475545,0.0,12.853924073475545,1.8012744743398634,6.381994555367663,6.471929518107882,54.0,0.611,0.0,0.6481481481481481,True,4.6625,-4.6625,6.005679518107883,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
60,D'Andre Swift,CHI,RB,44.4,21,46,-14,vet,6,89.0,13.651917690152985,2.9076923076923076,12.035856922066072,11.74653700580229,39.64076972639763,13.633068953522995,0.5371662970407058,12.783824311566978,6.309843786458436,pi_market (market-anchored),12.035856922066072,0.0,12.035856922066072,1.776209980049999,6.209252692992744,5.826604229073328,54.0,0.907,7.525,0.2777777777777778,True,6.1499999999999995,1.3750000000000009,5.964104229073328,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
61,Courtland Sutton,DEN,WR,59.8,29,59,-2,vet,8,112.0,13.1324141950898,2.9766536964980546,12.853924073475545,10.782394134943546,43.140579588937385,14.492979025303148,0.5734031673209011,12.972727077288603,6.182658948278936,theta_star,12.972727077288603,-0.7863635386443022,12.1863635386443,1.24324765717444,6.381994555367663,5.804368983276638,54.0,0.907,6.0,0.2777777777777778,True,4.6625,1.3375000000000004,5.938118983276638,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.7863635386443013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
62,Quentin Johnston,LAC,WR,95.2,46,98,36,vet,3,45.0,11.642809739280327,2.3333333333333335,10.82380934425052,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,11.125497722065095,6.810573101316178,pi_market (market-anchored),10.82380934425052,1.6880953278747395,12.51190467212526,1.3048537371403144,6.381994555367663,6.129910116757597,54.0,0.833,1.8499999999999999,0.5555555555555556,True,4.6625,-2.8125,5.848660116757597,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.6880953278747395,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
63,Patrick Mahomes,KC,QB,96.2,11,99,36,vet,9,,19.7244,2.9883,17.634423450195044,8.540768288565792,,16.0307538816741,0.6524119169584841,18.36087439274347,5.5720990114414395,pi_market (market-anchored),17.634423450195044,0.0,17.634423450195044,1.6691463404149798,12.103068602642296,5.531354847552748,54.0,0.852,12.955,0.18518518518518517,True,10.125,2.83,5.814354847552749,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
64,Bo Nix,DEN,QB,119.7,16,120,56,vet,2,,18.1741,1.8,17.614257741334594,8.540768288565792,,26.61372323589262,0.7570504388429674,17.750271172394516,6.465792380914832,pi_market (market-anchored),17.614257741334594,0.0,17.614257741334594,1.7980256367631178,12.103068602642296,5.511189138692298,36.0,0.944,12.49,0.1388888888888889,True,10.125,2.365,5.747689138692299,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
65,Jalen Hurts,PHI,QB,74.6,7,76,11,vet,6,,20.439,2.9077,17.634423450195044,8.540768288565792,,16.47511841820226,0.6585862260778834,18.591944514317422,5.624832354972209,pi_market (market-anchored),17.634423450195044,0.0,17.634423450195044,1.6770259918934185,12.103068602642296,5.531354847552748,54.0,0.889,12.14,0.16666666666666666,True,10.125,2.0150000000000006,5.7328548475527485,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
66,Quinshon Judkins,CLE,RB,49.8,22,51,-15,soph,1,14.0,12.12857142857143,1.0,11.36028003858886,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,11.560914488789392,11.442449765890137,pi_market (market-anchored),11.36028003858886,0.4998599807055708,11.86014001929443,1.6913345149533652,6.209252692992744,5.650887326301686,18.0,0.778,3.875,0.4444444444444444,False,6.1499999999999995,0.0,5.650887326301686,single season,0.4998599807055699,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
67,Jared Goff,DET,QB,105.4,13,109,42,vet,10,,17.6182,2.9941,17.634423450195044,8.540768288565792,,15.999700018238109,0.6519720739722866,17.628777236470647,5.568342414412976,pi_market (market-anchored),17.634423450195044,0.0,17.634423450195044,1.6685835931131794,12.103068602642296,5.531354847552748,54.0,0.944,11.02,0.1111111111111111,True,10.125,0.8949999999999996,5.6208548475527484,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
68,Trey McBride,ARI,TE,35.3,1,37,-31,vet,4,,16.0616,2.6471,13.476185064935066,6.695175531217138,,10.571881591100038,0.612257289485432,14.47866085966199,4.099170023372191,pi_market (market-anchored),13.476185064935066,-1.7763568394002505e-15,13.476185064935065,1.4316371787873126,7.866194788922053,5.609990276013011,54.0,0.926,7.025,0.25925925925925924,True,7.025,0.0,5.609990276013011,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
69,Parker Washington,JAX,WR,75.4,36,78,9,vet,3,29.0,10.881190476190474,2.3333333333333335,12.43820922971078,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,11.864663154730781,6.810573101316178,pi_market (market-anchored),12.43820922971078,-1.7763568394002505e-15,12.438209229710779,1.8453418519770501,6.381994555367663,6.056214674343116,54.0,0.704,0.0,0.6851851851851852,True,4.6625,-4.6625,5.589964674343117,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
70,Jaxson Dart,NYG,QB,104.3,12,106,36,soph,1,,20.1317,1.0,17.634423450195044,17.020112734744988,,49.5820100337899,0.744450896949701,18.272600232566244,12.670638191565931,pi_market (market-anchored),17.634423450195044,0.0,17.634423450195044,2.517005978495674,12.103068602642296,5.531354847552748,18.0,0.778,0.005000000000000025,0.3888888888888889,False,10.125,0.0,5.531354847552748,single season: n_eff = 1,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
