player_id,name,position,team,adp,adp_formatted,times_drafted,high,low,stdev,bye,pulled_meta,k,ffc_rank,espn_rank,adp_jul,gap,resid_gap
4888,J.K. Dobbins,RB,DEN,98.3,9.02,705,65,140,12.5,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",j k dobbins,101.0,129,94.7,-28.0,-15.61352539732497
2462,Patrick Mahomes,QB,KC,99.4,9.03,638,67,124,12.1,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",patrick mahomes,102.5,114,74.9,-11.5,-8.637147938567301
5673,Jordan Addison,WR,MIN,99.4,9.03,480,76,120,8.8,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",jordan addison,102.5,108,92.6,-5.5,5.469750901108416
2507,Aaron Jones Sr.,RB,MIN,100.1,9.04,422,68,130,12.5,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",aaron jones,104.0,143,95.6,-39.0,-26.38141865552777
5636,Khalil Shakir,WR,BUF,100.7,9.05,259,77,119,8.9,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",khalil shakir,105.0,110,100.9,-5.0,6.163173185939417
5718,Tucker Kraft,TE,GB,102.6,9.07,959,51,153,19.6,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",tucker kraft,106.0,124,72.2,-18.0,-24.35082221439844
4887,Justin Herbert,QB,LAC,105.5,9.09,1215,68,146,14.1,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",justin herbert,108.0,112,74.5,-4.0,-0.7116189119391034
5626,Rachaad White,RB,WAS,106.3,9.1,457,74,144,12.2,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",rachaad white,109.0,133,102.2,-24.0,-10.994574085865775
6172,Xavier Worthy,WR,KC,106.6,9.11,492,83,128,8.8,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",xavier worthy,110.0,139,97.8,-29.0,-17.449982244398587
1989,Travis Kelce,TE,KC,107.7,9.12,245,52,150,21.4,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",travis kelce,111.0,127,99.1,-16.0,-21.963977644736445
6179,Jonathon Brooks,RB,CAR,108.1,9.12,1840,67,148,15.8,5,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",jonathon brooks,112.0,121,128.2,-9.0,4.237532655931425
3246,Deebo Samuel Sr.,WR,SF,110.8,10.03,485,82,146,10.8,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",deebo samuel,113.0,141,,-28.0,-16.217875502601387
6534,Kyle Monangai,RB,CHI,113.8,10.06,727,74,149,15.1,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",kyle monangai,119.0,131,105.2,-12.0,1.77911505345822
6523,Matthew Golden,WR,GB,114.2,10.06,575,84,149,11.5,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",matthew golden,120.0,89,112.6,31.0,43.32370689492541
6568,Jaxson Dart,QB,NYG,114.5,10.06,391,75,145,14.9,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",jaxson dart,121.0,85,116.4,36.0,40.29417696918209
2499,George Kittle,TE,SF,115.3,10.07,616,67,157,18.5,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",george kittle,122.0,125,105.9,-3.0,-8.112919591480052
2896,Dallas Goedert,TE,PHI,116.3,10.08,304,68,157,18.5,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",dallas goedert,123.0,126,122.0,-3.0,-8.035550677547652
6253,Bo Nix,QB,DEN,116.6,10.09,536,83,150,12.8,10,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",bo nix,124.0,97,117.0,27.0,31.526283710979286
6595,Jacory Croskey-Merritt,RB,WAS,117.0,10.09,695,77,148,15.2,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",jacory croskey merritt,125.0,132,121.7,-7.0,7.243328537052616
5330,Jordan Mason,RB,MIN,123.1,11.03,1046,84,155,15.0,6,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",jordan mason,129.0,150,130.6,-21.0,-6.447195807217785
2872,Mark Andrews,TE,BAL,131.7,11.12,357,82,178,19.0,13,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",mark andrews,138.0,135,128.1,3.0,-0.8750169685616598
5561,Jake Ferguson,TE,DAL,133.0,12.01,379,85,176,18.2,14,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",jake ferguson,141.0,134,116.5,7.0,3.357089773235538
5661,Isaiah Likely,TE,NYG,136.2,12.04,1115,90,174,17.8,8,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",isaiah likely,143.0,145,139.1,-2.0,-5.488172398899664
5688,Dalton Kincaid,TE,BUF,151.9,13.08,301,107,180,17.2,7,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",dalton kincaid,177.0,146,133.0,31.0,30.142370674801917
2354,Hunter Henry,TE,NE,157.1,14.01,81,110,180,17.8,11,"{""type"": ""PPR"", ""teams"": 12, ""rounds"": 15, ""total_drafts"": 6809, ""start_date"": ""2026-08-11"", ""end_date"": ""2026-08-18""}",hunter henry,193.0,148,153.4,45.0,45.38027329772031
