gsis_id,player,pos,team,adp,adp_rank_pos,board_value,window,seasons_in_window,n_seasons,n_games,n_games_played,n_seasons_partial,share_games_partial,partial_flag,thin_flag,no_nfl_rows,mean,sd,sigma_W,cv,cv_sd,min,p10,p25,median,p75,p90,max,iqr,mad,skew,boom_thresh,bust_thresh,k_boom,k_bust,boom_raw,boom_eb,boom_eb_pop,bust_raw,bust_eb,bust_eb_pop,eb_boom_prior_n,eb_bust_prior_n,eb_degenerate,adv_games,adv_target_share,adv_air_yards_share,adv_adot,adv_adot_nflverse,adv_yac_per_rec,adv_rz_target_share,adv_snap_share,adv_targets_pg,adv_wopr,adv_catch_rate,adv_separation,adv_deep_target_rate,adv_carry_share,adv_touches_pg,adv_ybc_per_att,adv_yac_per_att,adv_box8_rate,adv_ryoe_per_att,adv_gl5_carries_pg,adv_goal_to_go_pg,adv_explosive_run_rate,adv_attempts_pg,adv_epa_per_dropback,adv_cpoe,adv_rush_share_of_ppr,adv_designed_rushes_pg,adv_aggressiveness,adv_sack_rate
00-0034869,Sam Darnold,QB,SEA,140.1,19,15.693481275118744,season_2019,2019,1,13,13,0,0.0,False,False,False,14.55076923076923,8.725409695766404,8.725409695766404,0.599652812671618,0.599652812671618,-6.66,9.648,10.46,13.0,19.62,24.676000000000005,28.2,9.16,5.011188000000001,-0.8182613035168762,20.9,9.7,3.0,2.0,0.23076923076923078,0.2952562439284979,0.253785046922295,0.15384615384615385,0.12137202853288336,0.17033915604886604,7.118910889230529,62.438947738841485,False,44.0,,,8.165730337078651,,,,,,,,,,,,,,,,0.0681818181818181,,,24.272727272727273,0.1228058664896718,4.24240266071675,0.0779871550568141,1.7727272727272727,13.796477495107668,0.0681818181818181
00-0034869,Sam Darnold,QB,SEA,140.1,19,15.693481275118744,season_2018,2018,1,13,13,0,0.0,False,False,False,12.930769230769231,7.0178468463606665,7.017846846360667,0.542724622264656,0.5427246222646559,1.16,3.7040000000000006,9.5,12.32,18.0,20.980000000000004,26.04,8.5,7.175783999999999,0.09008302169720907,20.9,9.7,2.0,4.0,0.15384615384615385,0.21672612322905305,0.22944743247135757,0.3076923076923077,0.24478067482032043,0.2636318443934132,7.570778796571302,14.872375522247607,False,44.0,,,8.165730337078651,,,,,,,,,,,,,,,,0.0681818181818181,,,24.272727272727273,0.1228058664896718,4.24240266071675,0.0779871550568141,1.7727272727272727,13.796477495107668,0.0681818181818181
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,career,2019|2020|2021|2022|2023|2024|2025,7,86,87,3,0.27586206896551724,True,False,False,19.60162790697674,7.2998276950599985,7.109073934459849,0.3626777310638337,0.37240925752201404,3.78,10.2,14.33,18.5,24.505000000000003,28.86,37.92,10.175000000000002,7.012698,0.2948231122932998,20.9,9.7,35.0,5.0,0.4069767441860465,0.3925156045151071,0.3840077371143333,0.05813953488372093,0.08382233085115004,0.0780154750623317,28.24157341393333,29.421644016768074,False,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,last3,2023|2024|2025,3,30,30,2,0.43333333333333335,True,False,False,17.37933333333333,5.793605234152169,5.931369661102306,0.34128867588528367,0.3333617649786434,4.76,10.276000000000002,14.015,16.68,20.43,24.478000000000005,28.74,6.414999999999999,5.500445999999998,0.2192699961583972,20.9,9.7,7.0,1.0,0.23333333333333334,0.2979147866222476,0.23160604295992546,0.03333333333333333,0.10105647633895082,0.10865640344497064,34.56487412777975,42.932038204276566,False,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,recent,2025,1,5,5,1,1.0,True,True,False,15.556000000000001,1.7790671713007356,1.7790671713007353,0.11436533628829618,0.11436533628829619,,,,,,,,,,,20.9,9.7,0.0,0.0,0.0,0.3631644763787851,0.26288883016277365,0.0,0.13999110019797376,0.17001120781488244,8527.95591098266,36.03720408796656,True,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,season_2025,2025,1,5,5,1,1.0,True,True,False,15.556000000000001,1.7790671713007356,1.7790671713007353,0.11436533628829618,0.11436533628829619,,,,,,,,,,,20.9,9.7,0.0,0.0,0.0,0.3631644763787851,0.26288883016277365,0.0,0.13999110019797376,0.17001120781488244,8527.95591098266,36.03720408796656,True,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,season_2024,2024,1,17,17,0,0.0,False,False,False,17.48470588235294,7.15805325983177,7.158053259831771,0.4093894005421212,0.40938940054212114,4.76,10.028,11.96,16.04,22.18,28.144,28.74,10.219999999999999,8.510123999999998,0.16128619060064425,20.9,9.7,5.0,1.0,0.29411764705882354,0.3082854990803564,0.28585164362665844,0.058823529411764705,0.11282641877487465,0.1629979118564817,6.930693313486971,31.040821462540706,False,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,season_2023,2023,1,8,8,1,1.0,True,False,False,18.294999999999998,4.095764362641693,4.0957643626416935,0.22387342785688405,0.22387342785688402,11.8,12.878,16.28,19.09,20.745,22.266,23.68,4.465,3.2617199999999986,-0.5085392467580088,20.9,9.7,2.0,0.0,0.25,0.3273186605436613,0.25045947496589793,0.0,0.10261713137907046,0.1255919354473009,22.61126734835877,40.834339800207644,False,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,season_2022,2022,1,10,11,1,1.0,True,False,False,19.986,4.546647605043131,4.546647605043131,0.227491624389229,0.227491624389229,13.36,14.728000000000002,16.439999999999998,19.810000000000002,24.2,25.304,25.88,7.760000000000002,6.256572,-0.039511545191334645,20.9,9.7,4.0,0.0,0.4,0.3829786394004615,0.3382976790229078,0.0,0.05163128279689282,0.10185054469811769,5.3881567551227425,7.178034828469997,False,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,season_2021,2021,1,14,14,0,0.0,False,False,False,21.46285714285715,7.488361665916012,7.4883616659160115,0.3488986399188769,0.34889863991887693,9.06,12.904,17.18,21.67,25.05,32.416000000000004,33.56,7.870000000000001,6.538266,0.21191970201453314,20.9,9.7,8.0,1.0,0.5714285714285714,0.48669150043568005,0.45746360252628177,0.07142857142857142,0.12098103734005324,0.13790495121891633,9.381275654031974,11.352905245925415,False,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,season_2020,2020,1,16,16,0,0.0,False,False,False,23.67125,9.77618049137801,9.77618049137801,0.41299806691146473,0.41299806691146473,3.78,11.64,17.950000000000003,24.71,30.46,35.120000000000005,37.92,12.509999999999998,10.140984,-0.4680569819392397,20.9,9.7,10.0,2.0,0.625,0.5485957358416255,0.5178340649860466,0.125,0.13211648389092995,0.14290151650688568,7.299144982369958,10.443343801163381,False,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0035228,Kyler Murray,QB,MIN,145.0,20,15.693481275118744,season_2019,2019,1,16,16,0,0.0,False,False,False,17.83,6.802199644232739,6.802199644232739,0.3815030647354313,0.3815030647354313,6.96,10.030000000000001,12.93,16.36,23.634999999999998,26.73,28.8,10.704999999999998,8.539776,0.1893102874346853,20.9,9.7,6.0,1.0,0.375,0.3867065409751195,0.34523787248648824,0.0625,0.10398122810883374,0.10492871687098247,7.118910889230529,62.438947738841485,False,30.0,,,6.772164948453608,,,,,,,,,,,,,,,,0.2333333333333333,,,32.333333333333336,0.0935721648093915,0.4508418700796492,0.2932601941002724,2.6,15.876288659793826,0.0579185520361991
00-0036264,Jordan Love,QB,GB,148.4,21,15.56658179584737,career,2021|2022|2023|2024|2025,5,51,57,2,0.17543859649122806,True,False,False,16.00901960784314,7.0682765239913925,6.666172174329171,0.41640102502362353,0.44151838757999284,0.72,7.06,11.3,15.96,20.61,25.76,28.44,9.309999999999999,7.175784000000002,-0.09818741214853795,20.9,9.7,11.0,11.0,0.21568627450980393,0.2630134581055955,0.2099783545062758,0.21568627450980393,0.1949091121401217,0.23073179459431223,28.24157341393333,29.421644016768074,False,47.0,,,8.67983367983368,,,,,,,,,,,,,,,,0.0851063829787234,,,30.70212765957447,0.1812164431978289,2.3911763179812247,0.1051950359109712,1.319148936170213,16.632016632016626,0.0415866922584772
00-0036264,Jordan Love,QB,GB,148.4,21,15.56658179584737,last3,2023|2024|2025,3,47,47,0,0.0,False,False,False,16.76723404255319,6.736884101760623,6.709971041111059,0.40018353796946904,0.4017886363763537,2.76,7.5280000000000005,13.59,16.66,20.88,25.968,28.44,7.289999999999999,6.256571999999998,-0.126393552498157,20.9,9.7,11.0,8.0,0.23404255319148937,0.2848631956774681,0.23264969657306817,0.1702127659574468,0.15979016021521214,0.19622458017906805,34.56487412777975,42.932038204276566,False,47.0,,,8.67983367983368,,,,,,,,,,,,,,,,0.0851063829787234,,,30.70212765957447,0.1812164431978289,2.3911763179812247,0.1051950359109712,1.319148936170213,16.632016632016626,0.0415866922584772
00-0036264,Jordan Love,QB,GB,148.4,21,15.56658179584737,recent,2025,1,15,15,0,0.0,False,False,False,15.675999999999997,7.409080143407047,7.409080143407046,0.47263843731864297,0.472638437318643,3.78,7.372,10.07,14.96,20.07,26.072000000000003,28.3,10.0,8.776991999999996,0.2457437020268127,20.9,9.7,3.0,4.0,0.2,0.3630905388833362,0.26856361295384007,0.26666666666666666,0.19093607346764602,0.25259217667116485,8527.95591098266,36.03720408796656,True,47.0,,,8.67983367983368,,,,,,,,,,,,,,,,0.0851063829787234,,,30.70212765957447,0.1812164431978289,2.3911763179812247,0.1051950359109712,1.319148936170213,16.632016632016626,0.0415866922584772
00-0036264,Jordan Love,QB,GB,148.4,21,15.56658179584737,season_2025,2025,1,15,15,0,0.0,False,False,False,15.675999999999997,7.409080143407047,7.409080143407046,0.47263843731864297,0.472638437318643,3.78,7.372,10.07,14.96,20.07,26.072000000000003,28.3,10.0,8.776991999999996,0.2457437020268127,20.9,9.7,3.0,4.0,0.2,0.3630905388833362,0.26856361295384007,0.26666666666666666,0.19093607346764602,0.25259217667116485,8527.95591098266,36.03720408796656,True,47.0,,,8.67983367983368,,,,,,,,,,,,,,,,0.0851063829787234,,,30.70212765957447,0.1812164431978289,2.3911763179812247,0.1051950359109712,1.319148936170213,16.632016632016626,0.0415866922584772
00-0036264,Jordan Love,QB,GB,148.4,21,15.56658179584737,season_2024,2024,1,15,15,0,0.0,False,False,False,15.590666666666666,6.5598513339716416,6.559851333971643,0.42075502441449864,0.4207550244144985,2.76,7.812000000000001,12.74,15.96,18.259999999999998,23.467999999999996,28.16,5.519999999999998,4.4478,-0.029767360776299497,20.9,9.7,2.0,2.0,0.13333333333333333,0.19960544196727267,0.1710531615420185,0.13333333333333333,0.13944742158532522,0.18539016331148508,6.930693313486971,31.040821462540706,False,47.0,,,8.67983367983368,,,,,,,,,,,,,,,,0.0851063829787234,,,30.70212765957447,0.1812164431978289,2.3911763179812247,0.1051950359109712,1.319148936170213,16.632016632016626,0.0415866922584772
00-0036264,Jordan Love,QB,GB,148.4,21,15.56658179584737,season_2023,2023,1,17,17,0,0.0,False,False,False,18.76823529411765,6.174937484799054,6.174937484799054,0.32901002081609704,0.32901002081609704,4.98,11.860000000000001,15.3,18.54,23.68,25.204,28.44,8.379999999999999,6.612396000000001,-0.579132749003577,20.9,9.7,6.0,2.0,0.35294117647058826,0.35393058502051666,0.31111255352598727,0.11764705882352941,0.12122970344796613,0.16183138412341705,22.61126734835877,40.834339800207644,False,47.0,,,8.67983367983368,,,,,,,,,,,,,,,,0.0851063829787234,,,30.70212765957447,0.1812164431978289,2.3911763179812247,0.1051950359109712,1.319148936170213,16.632016632016626,0.0415866922584772
00-0036264,Jordan Love,QB,GB,148.4,21,15.56658179584737,season_2022,2022,1,1,4,1,1.0,True,True,False,8.52,,,,,,,,,,,,,,,20.9,9.7,0.0,1.0,0.0,0.2963821035605677,0.19153581493671198,1.0,0.2307307334464639,0.24276818240048723,5.3881567551227425,7.178034828469997,False,47.0,,,8.67983367983368,,,,,,,,,,,,,,,,0.0851063829787234,,,30.70212765957447,0.1812164431978289,2.3911763179812247,0.1051950359109712,1.319148936170213,16.632016632016626,0.0415866922584772
00-0036264,Jordan Love,QB,GB,148.4,21,15.56658179584737,season_2021,2021,1,3,6,1,1.0,True,True,False,6.626666666666668,5.616843716299514,5.616843716299514,0.8476122308299064,0.8476122308299064,,,,,,,,,,,20.9,9.7,0.0,2.0,0.0,0.2729499144185947,0.22219107792543058,0.6666666666666666,0.28337264871101686,0.27883470780212405,9.381275654031974,11.352905245925415,False,47.0,,,8.67983367983368,,,,,,,,,,,,,,,,0.0851063829787234,,,30.70212765957447,0.1812164431978289,2.3911763179812247,0.1051950359109712,1.319148936170213,16.632016632016626,0.0415866922584772
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,career,2019|2020|2021|2022|2023|2024|2025,7,82,83,3,0.3253012048192771,True,False,False,15.500487804878048,8.122173263637066,7.968987164057451,0.5141120243680065,0.52399468751435,0.8,5.312,9.629999999999999,14.67,20.740000000000002,28.040000000000006,36.18,11.110000000000003,8.584254,0.5579000744535599,20.9,9.7,20.0,21.0,0.24390243902439024,0.27069280059418466,0.23714599580203533,0.25609756097560976,0.2304301956655147,0.26302585504450937,28.24157341393333,29.421644016768074,False,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,last3,2023|2024|2025,3,29,29,2,0.5517241379310345,True,False,False,14.437931034482759,8.217716653369955,7.894594797815545,0.5467954361993093,0.5691755026217546,0.8,4.364,7.16,15.5,22.08,23.416,30.74,14.919999999999998,10.052027999999998,0.15631669491533207,20.9,9.7,8.0,10.0,0.27586206896551724,0.3183335289611869,0.26087787290754044,0.3448275862068966,0.227579465309363,0.3316685715509144,34.56487412777975,42.932038204276566,False,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,recent,2025,1,13,13,0,0.0,False,False,False,17.418461538461543,7.084911015853629,7.0849110158536295,0.4067472319647463,0.40674723196474627,0.8,11.120000000000001,15.5,16.68,22.48,23.112,29.48,6.98,8.213603999999998,-0.7320844090025989,20.9,9.7,5.0,1.0,0.38461538461538464,0.3634097281059689,0.3085835166848589,0.07692307692307693,0.13754543055154259,0.1560812920191768,8527.95591098266,36.03720408796656,True,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,season_2025,2025,1,13,13,0,0.0,False,False,False,17.418461538461543,7.084911015853629,7.0849110158536295,0.4067472319647463,0.40674723196474627,0.8,11.120000000000001,15.5,16.68,22.48,23.112,29.48,6.98,8.213603999999998,-0.7320844090025989,20.9,9.7,5.0,1.0,0.38461538461538464,0.3634097281059689,0.3085835166848589,0.07692307692307693,0.13754543055154259,0.1560812920191768,8527.95591098266,36.03720408796656,True,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,season_2024,2024,1,10,10,1,1.0,True,False,False,13.530000000000001,7.04931359936712,7.04931359936712,0.5210135697980133,0.5210135697980133,4.94,5.858,7.38,12.0,19.16,22.307999999999996,24.36,11.780000000000001,9.162467999999999,0.2968327661982382,20.9,9.7,2.0,4.0,0.2,0.2585532470782031,0.2240019771064253,0.4,0.20516825786021517,0.23937628569437805,6.930693313486971,31.040821462540706,False,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,season_2023,2023,1,6,6,1,1.0,True,True,False,9.49333333333333,10.68506746196142,10.685067461961419,1.1255337916391948,1.125533791639195,,,,,,,,,,,20.9,9.7,1.0,5.0,0.16666666666666666,0.3152477978758988,0.2223966778699334,0.8333333333333334,0.21375853499366915,0.5295927752535117,22.61126734835877,40.834339800207644,False,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,season_2022,2022,1,16,16,0,0.0,False,False,False,18.0625,7.163320924450242,7.163320924450242,0.39658524149205493,0.39658524149205493,9.04,11.14,13.425,16.560000000000002,20.98,26.71,36.18,7.555,5.633880000000002,1.1857963595855359,20.9,9.7,4.0,1.0,0.25,0.27554199290906156,0.24392996018191576,0.0625,0.08141000684863352,0.11544774201085307,5.3881567551227425,7.178034828469997,False,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,season_2021,2021,1,11,11,1,1.0,True,False,False,15.22909090909091,8.496782278657555,8.496782278657555,0.5579310235508184,0.5579310235508184,4.08,4.82,7.89,16.08,19.45,26.78,29.46,11.559999999999999,11.831147999999997,0.271884140269037,20.9,9.7,3.0,4.0,0.2727272727272727,0.31300632200119544,0.28149193343315676,0.36363636363636365,0.27142873418398683,0.2699143330976359,9.381275654031974,11.352905245925415,False,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,season_2020,2020,1,14,14,0,0.0,False,False,False,12.858571428571427,5.31358470503505,5.3135847050350495,0.4132328956254344,0.41323289562543447,3.08,7.836,8.66,13.38,15.895,19.684000000000005,22.16,7.234999999999999,5.381837999999999,0.06469365268853028,20.9,9.7,1.0,4.0,0.07142857142857142,0.1775569671559257,0.18268431094945162,0.2857142857142857,0.22474836708172702,0.20649007555475285,7.299144982369958,10.443343801163381,False,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0035710,Daniel Jones,QB,IND,158.5,22,15.56658179584737,season_2019,2019,1,12,13,0,0.0,False,False,False,17.983333333333334,10.802867744962517,10.802867744962516,0.6007155372546348,0.6007155372546349,5.24,8.421999999999999,10.465,13.47,28.715,33.848000000000006,35.28,18.25,6.1676160000000015,0.6970142707610775,20.9,9.7,4.0,2.0,0.3333333333333333,0.36300363034777877,0.31500895267946144,0.16666666666666666,0.1230025194549031,0.17925717718883877,7.118910889230529,62.438947738841485,False,29.0,,,7.545762711864406,,,,,,,,,,,,,,,,0.2758620689655172,,,30.517241379310345,0.000535282979368,1.6151022143918283,0.2663004537855266,3.2758620689655173,15.02824858757063,0.079646017699115
00-0039163,C.J. Stroud,QB,HOU,159.3,23,15.56658179584737,career,2023|2024|2025,3,46,46,0,0.0,False,False,False,15.324782608695651,7.148130676891201,6.921438055352925,0.45164999935630634,0.46644254991487966,3.64,7.41,11.030000000000001,14.23,18.6,22.619999999999997,41.8,7.57,5.945225999999999,1.277304375618146,20.9,9.7,8.0,7.0,0.17391304347826086,0.2403181860094925,0.1749535081548469,0.15217391304347827,0.15479523662413905,0.17617111848072103,28.24157341393333,29.421644016768074,False,46.0,,,8.466299862448418,,,,,,,,,,,,,,,,0.0652173913043478,,,31.60869565217391,0.0802414333246543,-0.4420947245877198,0.1204357817686611,1.173913043478261,13.961485557083895,0.0688185140073081
00-0039163,C.J. Stroud,QB,HOU,159.3,23,15.56658179584737,last3,2023|2024|2025,3,46,46,0,0.0,False,False,False,15.324782608695651,7.148130676891201,6.921438055352925,0.45164999935630634,0.46644254991487966,3.64,7.41,11.030000000000001,14.23,18.6,22.619999999999997,41.8,7.57,5.945225999999999,1.277304375618146,20.9,9.7,8.0,7.0,0.17391304347826086,0.2511619476619099,0.18580483446778945,0.15217391304347827,0.15034238574888506,0.18232895234066746,34.56487412777975,42.932038204276566,False,46.0,,,8.466299862448418,,,,,,,,,,,,,,,,0.0652173913043478,,,31.60869565217391,0.0802414333246543,-0.4420947245877198,0.1204357817686611,1.173913043478261,13.961485557083895,0.0688185140073081
00-0039163,C.J. Stroud,QB,HOU,159.3,23,15.56658179584737,recent,2025,1,14,14,0,0.0,False,False,False,14.895714285714286,6.520944615722379,6.520944615722379,0.43777320715504603,0.43777320715504603,4.36,8.816,10.64,13.71,18.130000000000003,22.896,28.76,7.490000000000002,6.093486000000001,0.6151637278055224,20.9,9.7,3.0,3.0,0.21428571428571427,0.36313304560459153,0.2727340733099681,0.21428571428571427,0.17476682617896855,0.22475585834009498,8527.95591098266,36.03720408796656,True,46.0,,,8.466299862448418,,,,,,,,,,,,,,,,0.0652173913043478,,,31.60869565217391,0.0802414333246543,-0.4420947245877198,0.1204357817686611,1.173913043478261,13.961485557083895,0.0688185140073081
00-0039163,C.J. Stroud,QB,HOU,159.3,23,15.56658179584737,season_2025,2025,1,14,14,0,0.0,False,False,False,14.895714285714286,6.520944615722379,6.520944615722379,0.43777320715504603,0.43777320715504603,4.36,8.816,10.64,13.71,18.130000000000003,22.896,28.76,7.490000000000002,6.093486000000001,0.6151637278055224,20.9,9.7,3.0,3.0,0.21428571428571427,0.36313304560459153,0.2727340733099681,0.21428571428571427,0.17476682617896855,0.22475585834009498,8527.95591098266,36.03720408796656,True,46.0,,,8.466299862448418,,,,,,,,,,,,,,,,0.0652173913043478,,,31.60869565217391,0.0802414333246543,-0.4420947245877198,0.1204357817686611,1.173913043478261,13.961485557083895,0.0688185140073081
00-0039163,C.J. Stroud,QB,HOU,159.3,23,15.56658179584737,season_2024,2024,1,17,17,0,0.0,False,False,False,12.963529411764705,4.903576425906492,4.9035764259064925,0.3782593667320554,0.37825936673205535,5.34,6.06,9.8,12.4,15.94,18.492,23.5,6.139999999999999,4.862927999999998,0.24775809193569828,20.9,9.7,1.0,3.0,0.058823529411764705,0.14113614207674371,0.11308554228607476,0.17647058823529413,0.15445768025443693,0.1956687213510541,6.930693313486971,31.040821462540706,False,46.0,,,8.466299862448418,,,,,,,,,,,,,,,,0.0652173913043478,,,31.60869565217391,0.0802414333246543,-0.4420947245877198,0.1204357817686611,1.173913043478261,13.961485557083895,0.0688185140073081
00-0039163,C.J. Stroud,QB,HOU,159.3,23,15.56658179584737,season_2023,2023,1,15,15,0,0.0,False,False,False,18.40133333333333,8.954068402261674,8.954068402261674,0.4865988915075905,0.4865988915075905,3.64,11.568,13.54,16.06,21.03,27.251999999999995,41.8,7.490000000000002,6.6716999999999995,1.2206767234837121,20.9,9.7,4.0,1.0,0.26666666666666666,0.3195754855767498,0.25967317149535457,0.06666666666666667,0.10766205680228572,0.1310859217578556,22.61126734835877,40.834339800207644,False,46.0,,,8.466299862448418,,,,,,,,,,,,,,,,0.0652173913043478,,,31.60869565217391,0.0802414333246543,-0.4420947245877198,0.1204357817686611,1.173913043478261,13.961485557083895,0.0688185140073081
00-0038128,Malik Willis,QB,MIA,159.9,24,15.56658179584737,career,2022|2024|2025,3,8,19,4,1.0,True,False,False,13.215,10.401910538797324,9.416892622657787,0.7125911935420195,0.7871290608246178,1.4,3.0380000000000003,6.335,11.620000000000001,16.275,27.221999999999998,31.52,9.939999999999998,9.11799,0.8784210069489534,20.9,9.7,2.0,3.0,0.25,0.32674078782612787,0.2116227422417933,0.375,0.2050928395534463,0.3663485550247424,28.24157341393333,29.421644016768074,False,12.0,,,8.75531914893617,,,,,,,,,,,,,,,,0.1666666666666666,,,7.833333333333333,0.4197531890700406,12.977500788627133,0.4356846473029046,2.25,,0.1162790697674418
00-0038128,Malik Willis,QB,MIA,159.9,24,15.56658179584737,last3,2024|2025,2,5,12,3,1.0,True,True,False,17.372,11.028241926980021,11.588618937944627,0.6670860544522581,0.6348285705146225,,,,,,,,,,,20.9,9.7,2.0,1.0,0.4,0.35978455670291265,0.27532169089496195,0.2,0.15376468577721253,0.26992736740857837,34.56487412777975,42.932038204276566,False,12.0,,,8.75531914893617,,,,,,,,,,,,,,,,0.1666666666666666,,,7.833333333333333,0.4197531890700406,12.977500788627133,0.4356846473029046,2.25,,0.1162790697674418
00-0038128,Malik Willis,QB,MIA,159.9,24,15.56658179584737,recent,2025,1,2,4,1,1.0,True,True,False,22.38,12.925911960090088,12.925911960090087,0.5775653244008082,0.5775653244008083,,,,,,,,,,,20.9,9.7,1.0,0.0,0.5,0.36340943584293023,0.2970258791090036,0.0,0.15103221929870136,0.20435668401184517,8527.95591098266,36.03720408796656,True,12.0,,,8.75531914893617,,,,,,,,,,,,,,,,0.1666666666666666,,,7.833333333333333,0.4197531890700406,12.977500788627133,0.4356846473029046,2.25,,0.1162790697674418
00-0038128,Malik Willis,QB,MIA,159.9,24,15.56658179584737,season_2025,2025,1,2,4,1,1.0,True,True,False,22.38,12.925911960090088,12.925911960090087,0.5775653244008082,0.5775653244008083,,,,,,,,,,,20.9,9.7,1.0,0.0,0.5,0.36340943584293023,0.2970258791090036,0.0,0.15103221929870136,0.20435668401184517,8527.95591098266,36.03720408796656,True,12.0,,,8.75531914893617,,,,,,,,,,,,,,,,0.1666666666666666,,,7.833333333333333,0.4197531890700406,12.977500788627133,0.4356846473029046,2.25,,0.1162790697674418
