anchor,key,name,pos,p_surv,survived
61,alec pierce,Alec Pierce,WR,0.8565,1
61,brian thomas,Brian Thomas Jr.,WR,0.8955,0
61,jaylen warren,Jaylen Warren,RB,0.6565,0
61,tony pollard,Tony Pollard,RB,0.688,1
61,stefon diggs,Stefon Diggs,WR,0.916,1
61,jadarian price,Jadarian Price,RB,0.6825,0
61,josh downs,Josh Downs,WR,0.9115,1
61,jordyn tyson,Jordyn Tyson,WR,0.9155,1
61,brock purdy,Brock Purdy,QB,0.912,1
61,chuba hubbard,Chuba Hubbard,RB,0.743,1
61,michael wilson,Michael Wilson,WR,0.9345,1
61,rico dowdle,Rico Dowdle,RB,0.765,1
61,jordan addison,Jordan Addison,WR,0.943,1
61,deebo samuel,Deebo Samuel Sr.,WR,0.9485,1
61,jayden reed,Jayden Reed,WR,0.942,1
61,chris godwin,Chris Godwin Jr.,WR,0.938,1
61,khalil shakir,Khalil Shakir,WR,0.9595,1
61,xavier worthy,Xavier Worthy,WR,0.9575,1
61,rhamondre stevenson,Rhamondre Stevenson,RB,0.832,0
61,baker mayfield,Baker Mayfield,QB,0.956,1
61,jayden higgins,Jayden Higgins,WR,0.969,1
61,makai lemon,Makai Lemon,WR,0.9615,1
61,matthew golden,Matthew Golden,WR,0.968,1
61,kc concepcion,KC Concepcion,WR,0.97,1
61,theo wease,Theo Wease Jr.,WR,0.9685,1
61,jerry jeudy,Jerry Jeudy,WR,0.967,1
61,romeo doubs,Romeo Doubs,WR,0.977,1
61,tyler shough,Tyler Shough,QB,0.97,1
61,tre tucker,Tre Tucker,WR,0.9765,1
61,calvin ridley,Calvin Ridley,WR,0.977,1
61,jordan love,Jordan Love,QB,0.976,1
61,cj stroud,C.J. Stroud,QB,0.9745,1
61,jalen coker,Jalen Coker,WR,0.978,1
61,ricky pearsall,Ricky Pearsall,WR,0.9785,1
61,rashid shaheed,Rashid Shaheed,WR,0.985,1
61,john metchie,John Metchie III,WR,0.981,1
61,jauan jennings,Jauan Jennings,WR,0.981,1
61,rj harvey,RJ Harvey,RB,0.9265,1
61,rachaad white,Rachaad White,RB,0.9215,1
61,kyle monangai,Kyle Monangai,RB,0.925,1
61,jalen mcmillan,Jalen McMillan,WR,0.976,1
61,denzel boston,Denzel Boston,WR,0.9855,1
61,jakobi lane,Ja'Kobi Lane,WR,0.985,1
61,dezhaun stribling,De'Zhaun Stribling,WR,0.985,1
61,antonio williams,Antonio Williams,WR,0.991,1
61,kenny gainwell,Kenny Gainwell,RB,0.953,1
61,aaron jones,Aaron Jones Sr.,RB,0.952,1
61,rashod bateman,Rashod Bateman,WR,0.99,1
61,jk dobbins,J.K. Dobbins,RB,0.9625,1
61,malik washington,Malik Washington,WR,0.9875,1
61,jacory croskey merritt,Jacory Croskey-Merritt,RB,0.9605,1
61,jonathon brooks,Jonathon Brooks,RB,0.966,0
61,sam darnold,Sam Darnold,QB,0.9885,1
61,kyler murray,Kyler Murray,QB,0.9915,1
61,tank dell,Tank Dell,WR,0.9945,1
61,harold fannin,Harold Fannin Jr.,TE,0.558,1
61,daniel jones,Daniel Jones,QB,0.99,1
61,malik willis,Malik Willis,QB,0.993,1
61,travis kelce,Travis Kelce,TE,0.616,1
61,sam laporta,Sam LaPorta,TE,0.6735,0
61,kyle pitts,Kyle Pitts,TE,0.6625,1
61,isaac teslaa,Isaac TeSlaa,WR,0.9915,1
61,travis hunter,Travis Hunter,WR,0.996,1
61,jake ferguson,Jake Ferguson,TE,0.757,1
61,blake corum,Blake Corum,RB,0.98,1
61,dallas goedert,Dallas Goedert,TE,0.7645,1
61,germie bernard,Germie Bernard,WR,0.998,1
61,cyrus allen,Cyrus Allen,WR,0.9965,1
61,jordan mason,Jordan Mason,RB,0.986,1
61,tyjae spears,Tyjae Spears,RB,0.985,1
61,mark andrews,Mark Andrews,TE,0.7975,1
61,george kittle,George Kittle,TE,0.8065,1
61,adonai mitchell,Adonai Mitchell,WR,0.996,1
61,jalen nailor,Jalen Nailor,WR,0.9985,1
61,cooper kupp,Cooper Kupp,WR,0.998,1
61,kenyon sadiq,Kenyon Sadiq,TE,0.832,1
61,oronde gadsden,Oronde Gadsden II,TE,0.8105,1
61,tucker kraft,Tucker Kraft,TE,0.8335,0
61,isaiah likely,Isaiah Likely,TE,0.8345,1
61,tory horton,Tory Horton,WR,0.9985,1
61,zachariah branch,Zachariah Branch,WR,0.9975,1
61,omar cooper,Omar Cooper Jr.,WR,0.998,1
61,woody marks,Woody Marks,RB,0.989,1
61,jaydon blue,Jaydon Blue,RB,0.9855,1
61,kaelon black,Kaelon Black,RB,0.9925,1
61,nicholas singleton,Nicholas Singleton,RB,0.9885,1
61,mike washington,Mike Washington Jr.,RB,0.9905,1
61,dylan sampson,Dylan Sampson,RB,0.9935,1
61,emmett johnson,Emmett Johnson,RB,0.99,1
61,jordan james,Jordan James,RB,0.991,1
61,demond claiborne,Demond Claiborne,RB,0.9935,1
61,dalton schultz,Dalton Schultz,TE,0.865,1
61,tyrone tracy,Tyrone Tracy Jr.,RB,0.9855,1
61,darnell mooney,Darnell Mooney,WR,0.9975,1
61,juwan johnson,Juwan Johnson,TE,0.888,1
61,hunter henry,Hunter Henry,TE,0.8965,1
61,zach charbonnet,Zach Charbonnet,RB,0.9915,1
61,pat freiermuth,Pat Freiermuth,TE,0.884,1
61,tyler allgeier,Tyler Allgeier,RB,0.996,1
61,samaje perine,Samaje Perine,RB,0.9925,1
61,tyquan thornton,Tyquan Thornton,WR,0.9985,1
61,christian kirk,Christian Kirk,WR,0.998,1
61,ryan flournoy,Ryan Flournoy,WR,0.9975,1
61,dontayvion wicks,Dontayvion Wicks,WR,0.999,1
61,kayshon boutte,Kayshon Boutte,WR,0.999,1
61,brian robinson,Brian Robinson Jr.,RB,0.992,1
61,tj hockenson,T.J. Hockenson,TE,0.91,1
61,dalton kincaid,Dalton Kincaid,TE,0.912,1
61,ray davis,Ray Davis,RB,0.9955,1
61,isiah pacheco,Isiah Pacheco,RB,0.9925,1
61,tank bigsby,Tank Bigsby,RB,0.997,1
61,chris rodriguez,Chris Rodriguez Jr.,RB,0.995,1
61,keaton mitchell,Keaton Mitchell,RB,0.995,1
61,alvin kamara,Alvin Kamara,RB,0.9945,1
61,emari demercado,Emari Demercado,RB,0.9955,1
61,justice hill,Justice Hill,RB,0.995,1
61,james conner,James Conner,RB,0.995,1
61,aj dillon,AJ Dillon,RB,0.996,1
61,ty johnson,Ty Johnson,RB,0.9965,1
61,kimani vidal,Kimani Vidal,RB,0.9935,1
61,brenton strange,Brenton Strange,TE,0.9925,1
61,chig okonkwo,Chig Okonkwo,TE,0.9985,1
71,dk metcalf,DK Metcalf,WR,0.163,0
71,dak prescott,Dak Prescott,QB,0.5305,1
71,wandale robinson,Wan'Dale Robinson,WR,0.347,1
71,michael pittman,Michael Pittman Jr.,WR,0.332,0
71,jakobi meyers,Jakobi Meyers,WR,0.3435,1
71,marvin harrison,Marvin Harrison Jr.,WR,0.431,0
71,courtland sutton,Courtland Sutton,WR,0.515,0
71,quentin johnston,Quentin Johnston,WR,0.5435,1
71,patrick mahomes,Patrick Mahomes,QB,0.782,1
71,bo nix,Bo Nix,QB,0.8055,1
71,jalen hurts,Jalen Hurts,QB,0.7975,0
71,jared goff,Jared Goff,QB,0.832,1
71,jaxson dart,Jaxson Dart,QB,0.857,1
71,caleb williams,Caleb Williams,QB,0.859,0
71,matthew stafford,Matthew Stafford,QB,0.8505,1
71,justin herbert,Justin Herbert,QB,0.866,1
71,trevor lawrence,Trevor Lawrence,QB,0.882,1
71,alec pierce,Alec Pierce,WR,0.7145,1
71,jaylen warren,Jaylen Warren,RB,0.433,0
71,tony pollard,Tony Pollard,RB,0.438,1
71,stefon diggs,Stefon Diggs,WR,0.8145,1
71,josh downs,Josh Downs,WR,0.839,1
71,jordyn tyson,Jordyn Tyson,WR,0.844,0
71,brock purdy,Brock Purdy,QB,0.932,1
71,chuba hubbard,Chuba Hubbard,RB,0.5515,0
71,michael wilson,Michael Wilson,WR,0.868,1
71,rico dowdle,Rico Dowdle,RB,0.5745,1
71,jordan addison,Jordan Addison,WR,0.882,0
71,deebo samuel,Deebo Samuel Sr.,WR,0.8815,1
71,jayden reed,Jayden Reed,WR,0.894,1
71,chris godwin,Chris Godwin Jr.,WR,0.9055,1
71,khalil shakir,Khalil Shakir,WR,0.895,1
71,xavier worthy,Xavier Worthy,WR,0.9185,1
71,rhamondre stevenson,Rhamondre Stevenson,RB,0.6705,0
71,baker mayfield,Baker Mayfield,QB,0.974,1
71,jayden higgins,Jayden Higgins,WR,0.9325,1
71,makai lemon,Makai Lemon,WR,0.9265,0
71,matthew golden,Matthew Golden,WR,0.9405,1
71,kc concepcion,KC Concepcion,WR,0.9365,1
71,theo wease,Theo Wease Jr.,WR,0.93,1
71,jerry jeudy,Jerry Jeudy,WR,0.946,1
71,romeo doubs,Romeo Doubs,WR,0.938,1
71,tyler shough,Tyler Shough,QB,0.9805,1
71,tre tucker,Tre Tucker,WR,0.9465,1
71,calvin ridley,Calvin Ridley,WR,0.955,1
71,jordan love,Jordan Love,QB,0.9855,1
71,cj stroud,C.J. Stroud,QB,0.979,1
71,jalen coker,Jalen Coker,WR,0.956,1
71,ricky pearsall,Ricky Pearsall,WR,0.971,1
71,rashid shaheed,Rashid Shaheed,WR,0.9575,1
71,john metchie,John Metchie III,WR,0.9645,1
71,jauan jennings,Jauan Jennings,WR,0.9515,1
71,rj harvey,RJ Harvey,RB,0.8315,0
71,rachaad white,Rachaad White,RB,0.8545,1
71,kyle monangai,Kyle Monangai,RB,0.8425,1
71,jalen mcmillan,Jalen McMillan,WR,0.969,1
71,denzel boston,Denzel Boston,WR,0.974,1
71,jakobi lane,Ja'Kobi Lane,WR,0.97,1
71,dezhaun stribling,De'Zhaun Stribling,WR,0.979,1
71,antonio williams,Antonio Williams,WR,0.9735,1
71,kenny gainwell,Kenny Gainwell,RB,0.89,1
71,aaron jones,Aaron Jones Sr.,RB,0.9185,1
71,rashod bateman,Rashod Bateman,WR,0.9785,1
71,jk dobbins,J.K. Dobbins,RB,0.9235,1
71,malik washington,Malik Washington,WR,0.9765,1
71,jacory croskey merritt,Jacory Croskey-Merritt,RB,0.916,1
71,sam darnold,Sam Darnold,QB,0.995,1
71,kyler murray,Kyler Murray,QB,0.9915,1
71,tank dell,Tank Dell,WR,0.9825,1
71,harold fannin,Harold Fannin Jr.,TE,0.684,0
71,daniel jones,Daniel Jones,QB,0.993,1
71,malik willis,Malik Willis,QB,0.9935,1
71,travis kelce,Travis Kelce,TE,0.7185,1
71,kyle pitts,Kyle Pitts,TE,0.7575,0
71,isaac teslaa,Isaac TeSlaa,WR,0.985,1
71,travis hunter,Travis Hunter,WR,0.9865,1
71,jake ferguson,Jake Ferguson,TE,0.8045,1
71,blake corum,Blake Corum,RB,0.9695,1
71,dallas goedert,Dallas Goedert,TE,0.8275,1
71,germie bernard,Germie Bernard,WR,0.9935,1
71,cyrus allen,Cyrus Allen,WR,0.994,1
71,jordan mason,Jordan Mason,RB,0.9685,1
71,tyjae spears,Tyjae Spears,RB,0.975,1
71,mark andrews,Mark Andrews,TE,0.859,1
71,george kittle,George Kittle,TE,0.8615,1
71,adonai mitchell,Adonai Mitchell,WR,0.9925,1
71,jalen nailor,Jalen Nailor,WR,0.9945,1
71,cooper kupp,Cooper Kupp,WR,0.9935,1
71,kenyon sadiq,Kenyon Sadiq,TE,0.8785,1
71,oronde gadsden,Oronde Gadsden II,TE,0.877,1
71,isaiah likely,Isaiah Likely,TE,0.888,1
71,tory horton,Tory Horton,WR,0.994,1
71,zachariah branch,Zachariah Branch,WR,0.996,1
71,omar cooper,Omar Cooper Jr.,WR,0.9935,1
71,woody marks,Woody Marks,RB,0.9805,1
71,jaydon blue,Jaydon Blue,RB,0.981,1
71,kaelon black,Kaelon Black,RB,0.984,1
71,nicholas singleton,Nicholas Singleton,RB,0.984,1
71,mike washington,Mike Washington Jr.,RB,0.9815,1
71,dylan sampson,Dylan Sampson,RB,0.981,1
71,emmett johnson,Emmett Johnson,RB,0.988,1
71,jordan james,Jordan James,RB,0.978,1
71,demond claiborne,Demond Claiborne,RB,0.9765,1
71,dalton schultz,Dalton Schultz,TE,0.919,1
71,tyrone tracy,Tyrone Tracy Jr.,RB,0.9835,1
71,darnell mooney,Darnell Mooney,WR,0.998,1
71,juwan johnson,Juwan Johnson,TE,0.9115,1
71,hunter henry,Hunter Henry,TE,0.9105,1
71,zach charbonnet,Zach Charbonnet,RB,0.9835,1
71,pat freiermuth,Pat Freiermuth,TE,0.9275,1
71,tyler allgeier,Tyler Allgeier,RB,0.988,1
71,samaje perine,Samaje Perine,RB,0.987,1
71,tyquan thornton,Tyquan Thornton,WR,0.997,1
71,christian kirk,Christian Kirk,WR,0.998,1
71,ryan flournoy,Ryan Flournoy,WR,0.9975,1
71,dontayvion wicks,Dontayvion Wicks,WR,0.998,1
71,kayshon boutte,Kayshon Boutte,WR,0.9965,1
71,brian robinson,Brian Robinson Jr.,RB,0.9875,1
71,tj hockenson,T.J. Hockenson,TE,0.937,1
71,dalton kincaid,Dalton Kincaid,TE,0.9365,1
71,ray davis,Ray Davis,RB,0.9905,1
71,isiah pacheco,Isiah Pacheco,RB,0.9895,1
71,tank bigsby,Tank Bigsby,RB,0.983,1
71,chris rodriguez,Chris Rodriguez Jr.,RB,0.99,1
71,keaton mitchell,Keaton Mitchell,RB,0.9915,1
71,alvin kamara,Alvin Kamara,RB,0.989,1
71,emari demercado,Emari Demercado,RB,0.994,1
71,justice hill,Justice Hill,RB,0.992,1
71,james conner,James Conner,RB,0.991,1
71,aj dillon,AJ Dillon,RB,0.9905,1
71,ty johnson,Ty Johnson,RB,0.9905,1
71,kimani vidal,Kimani Vidal,RB,0.989,1
71,brenton strange,Brenton Strange,TE,0.9955,1
71,chig okonkwo,Chig Okonkwo,TE,0.998,1
