rank,name,team,position,adp,adp_rank,adp_rank_overall,edge,adp_espn,adp_ffc_equiv_espn,adp_price_used,tier,n_seasons,n_games,mu_hat,n_eff,pi_market,tau2,sigma2_tier,V,B,theta_star,age_2026,mu_star_z,mu_star,theta_star_mu_star,theta_used,proj,w_market,w_history,w_projection,post_var,arm,value_prior,view_shift_player,value_post_views,struct_shift,value_ranked,post_SD_bl,replacement,vorp,sched,avail,floor_p25,bust_sched,usable,floor_ref,floor_ref_positional,floor_ref_source,floor_gap,final,thin_data_flag,from_v01_judkins,from_v03_jt,from_v04_cmc,from_v05_lamb,from_v06_pickens,from_v07_jsn,from_v08_arsb,from_v09_barkley,from_v10_rice,from_v12_skattebo,from_v13_javonte,from_v17_djmoore,from_v18_egbuka,from_v20_gibbs,from_v23_pierce,from_v15_achane,from_v24_love,from_v25_montgomery,from_v26_sutton,from_v28_tmac,from_v19_odunze,from_v27_burden,from_v29_johnston,from_v30_hampton,from_v32_cook,from_v14_devonta,from_v21_walker,from_v33_nacua,from_v34_jeanty,from_v35_etienne,from_v36_metcalf,from_v37_mcconkey,from_v16_evans,from_v31_london,from_v22_jacobs,from_v38_hall,from_v39_nabers,from_s01_delta_rb
28,Justin Jefferson,MIN,WR,13.3,8,14,-14,12.15,11.220683505587504,13.3,vet,6,94.0,15.596991129785248,2.9076923076923076,16.42261932202348,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,16.075134512220863,27.211498973305954,-0.04510648293528478,14.176179326767544,15.477152849556827,15.477152849556827,,,,,6.244373013062324,theta_star,15.477152849556827,0.0,15.477152849556827,0.0,15.477152849556827,1.7669709976485641,7.920755406757527,7.5563974427993,54.0,0.815,4.7,0.3333333333333333,True,4.65,4.6875,top70,0.04999999999999982,7.5613974427993,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
29,DeVonta Smith,PHI,WR,29.1,15,31,2,39.45,33.76254598473099,29.1,vet,5,80.0,13.246547949204496,2.8181818181818183,14.881502854988153,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,14.205822621713915,27.797399041752225,-0.04798620987912277,12.430533450792906,13.868587102439683,13.868587102439683,,,,,6.326338155306967,theta_star,13.868587102439683,1.215706448780157,15.08429355121984,0.0,15.08429355121984,1.2576106467530965,7.920755406757527,7.163538144462313,54.0,0.852,4.675,0.37037037037037035,True,4.65,4.6875,top70,0.024999999999999467,7.166038144462313,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2157064487801588,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
30,Nico Collins,HOU,WR,23.2,12,23,-7,27.77,22.31095833317905,23.2,vet,5,63.0,15.530952380952382,2.8181818181818183,15.39774859415863,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,15.452797920238162,27.45516769336071,-0.04689576269520247,14.10878091090147,14.865055012320234,14.865055012320234,,,,,6.326338155306967,theta_star,14.865055012320234,0.0,14.865055012320234,0.0,14.865055012320234,1.7785300328230287,7.920755406757527,6.944299605562707,54.0,0.778,5.425000000000001,0.3333333333333333,True,4.65,4.6875,top70,0.7750000000000004,7.021799605562706,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
31,Breece Hall,NYJ,RB,28.3,15,29,-2,38.43,30.973698519873267,28.3,vet,4,56.0,14.311621848739495,2.6470588235294117,13.416324058711414,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,13.809882649656963,25.253935660506503,-0.01312937496600151,13.299241175173481,13.364856295490881,13.364856295490881,,,,,6.582947187996207,pi_market (market-anchored),13.416324058711414,-0.408162029355708,13.008162029355706,1.4,14.408162029355706,1.2828627350574386,7.4745791409013185,6.933582888454388,54.0,0.907,6.075,0.3148148148148148,True,6.075,6.1125,top70,0.0,6.933582888454388,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.4081620293557071,-0.0,1.4
32,Tetairoa McMillan,CAR,WR,33.9,17,35,3,41.28,33.76254598473099,33.9,soph,1,17.0,12.552941176470588,1.0,14.50235995970254,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,14.129727179401629,23.408624229979466,0.07667806789353433,13.263739815644572,14.26559684241492,14.26559684241492,,,,,7.594752425403894,theta_star,14.26559684241492,0.46720157879253854,14.732798421207459,0.0,14.732798421207459,1.3779289191939377,7.920755406757527,6.812043014449932,18.0,0.944,8.0,0.2777777777777778,False,4.65,4.6875,top70,0.0,6.812043014449932,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.4672015787925393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
33,Zay Flowers,BAL,WR,26.6,13,27,-6,42.46,33.76254598473099,26.6,vet,3,48.0,13.793508403361345,2.3333333333333335,14.881502854988153,10.782394134943546,43.140579588937385,18.48881982383031,0.6316382999991158,14.480727369195371,25.971252566735114,-0.009309484044806462,13.245041744954626,14.278693258510868,14.278693258510868,,,,,6.810573101316178,theta_star,14.278693258510868,-1.7763568394002505e-15,14.278693258510867,0.0,14.278693258510867,1.8453418519770501,7.920755406757527,6.35793785175334,54.0,0.926,7.025,0.2777777777777778,True,4.65,4.6875,top70,2.375,6.595437851753339,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
34,Emeka Egbuka,TB,WR,33.7,16,34,0,44.63,33.76254598473099,33.7,soph,1,17.0,11.511764705882353,1.0,14.564388227965946,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,13.980877080935706,23.88227241615332,0.06673497371600066,12.397360045166213,14.150159256903951,14.150159256903951,,,,,7.594752425403894,theta_star,14.150159256903951,0.35492037154802425,14.505079628451975,0.0,14.505079628451975,1.3779289191939377,7.920755406757527,6.584324221694448,18.0,0.944,5.0,0.4444444444444444,False,4.65,4.6875,top70,0.0,6.584324221694448,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3549203715480242,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
35,Josh Allen,BUF,QB,26.7,1,28,-7,22.57,21.077558739681457,26.7,vet,8,,23.1838,2.9767,21.533993551111884,8.540768288565792,,16.093224653007262,0.653293385736417,22.105992359196108,,,,22.105992359196108,22.105992359196108,,,,,5.579627432027371,pi_market (market-anchored),21.533993551111884,0.0,21.533993551111884,0.0,21.533993551111884,1.670273545265471,15.166228061514007,6.367765489597877,54.0,0.907,14.445,0.12962962962962962,True,12.7775,8.925,top70,1.6675000000000004,6.534515489597878,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
36,Chris Olave,NO,WR,20.1,10,21,-15,35.41,22.31095833317905,20.1,vet,4,53.0,15.070611111111111,2.6470588235294117,15.39774859415863,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,15.267492602389277,26.17932922655715,-0.018470476383315105,14.078309544012566,14.87238891829714,14.87238891829714,,,,,6.489179463816703,theta_star,14.87238891829714,1.7763568394002505e-15,14.872388918297142,0.0,14.872388918297142,1.8012744743398634,7.920755406757527,6.951633511539615,54.0,0.741,0.0,0.3888888888888889,True,4.65,4.6875,top70,-4.65,6.486633511539615,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
37,Malik Nabers,NYG,WR,33.9,18,35,-2,37.87,30.973698519873267,33.9,vet,2,19.0,15.59666666666667,1.8,14.50235995970254,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,14.841912644377548,23.096509240246405,0.08290053294008588,15.551062916062547,14.827762245910339,14.827762245910339,,,,,7.436722530772208,theta_star,14.827762245910339,-0.07555244918206938,14.75220979672827,0.0,14.75220979672827,1.7247286778820845,7.920755406757527,6.831454389970743,36.0,0.528,0.0,0.5277777777777778,True,4.65,4.6875,top70,-4.65,6.366454389970743,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.07555244918206795,0.0
38,Davante Adams,LAR,WR,41.2,20,42,4,47.5,49.702296406664395,41.2,vet,12,175.0,16.807252616496957,2.9985355137905785,14.318447404719464,10.782394134943546,43.140579588937385,14.387216489692834,0.5716106102813692,15.384625150521373,33.686516084873375,-0.1741174737963274,13.673191471083438,14.042026609096801,14.042026609096801,,,,,6.163330891769335,theta_star,14.042026609096801,0.0,14.042026609096801,0.0,14.042026609096801,1.75546730128609,7.920755406757527,6.121271202339274,54.0,0.833,6.95,0.3148148148148148,True,4.65,4.6875,top70,2.3,6.351271202339275,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
39,Ladd McConkey,LAC,WR,44.2,22,45,6,52.8,51.063132301542794,44.2,vet,2,32.0,12.55625,1.8,13.894337842606388,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,13.47914225219603,24.804928131416837,0.0417979704832115,12.89145290108477,13.583152438965282,13.583152438965282,,,,,7.436722530772208,theta_star,13.583152438965282,0.6584237805173601,14.241576219482642,0.0,14.241576219482642,1.3635177419795652,7.920755406757527,6.320820812725115,36.0,0.889,4.5249999999999995,0.3333333333333333,True,4.65,4.6875,top70,-0.1250000000000009,6.308320812725115,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.6584237805173592,0.0,-0.0,-0.0,-0.0,-0.0,0.0
40,D'Andre Swift,CHI,RB,44.4,21,46,6,72.71,59.24211636071694,44.4,vet,6,89.0,13.651917690152985,2.9076923076923076,12.035856922066072,11.74653700580229,39.64076972639763,13.633068953522995,0.5371662970407058,12.783824311566978,27.630390143737166,-0.08390130875319457,11.696456740303223,11.878771079155715,11.878771079155715,,,,,6.309843786458436,pi_market (market-anchored),12.035856922066072,0.0,12.035856922066072,1.4,13.435856922066073,1.776209980049999,7.4745791409013185,5.961277781164754,54.0,0.907,7.525,0.2777777777777778,True,6.075,6.1125,top70,1.4500000000000002,6.106277781164755,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
41,Garrett Wilson,NYJ,WR,28.5,14,30,-11,36.31,28.5,28.5,vet,4,58.0,14.05036414565826,2.6470588235294117,14.881502854988153,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,14.550569218545341,26.11088295687885,-0.015558880265418072,13.365290404735193,14.277794118829505,14.277794118829505,,,,,6.489179463816703,theta_star,14.277794118829505,0.0,14.277794118829505,0.0,14.277794118829505,1.8012744743398634,7.920755406757527,6.357038712071978,54.0,0.759,0.225,0.37037037037037035,True,4.65,4.6875,top70,-4.425000000000001,5.914538712071978,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
42,Quinshon Judkins,CLE,RB,49.8,22,51,9,54.8,51.063132301542794,49.8,soph,1,14.0,12.12857142857143,1.0,11.36028003858886,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,11.560914488789392,22.84188911704312,0.0727026631019093,13.361390102104536,11.882857308904653,11.882857308904653,,,,,11.442449765890137,pi_market (market-anchored),11.36028003858886,0.4998599807055708,11.86014001929443,1.4,13.26014001929443,1.6913345149533652,7.4745791409013185,5.785560878393112,18.0,0.778,3.875,0.4444444444444444,False,6.075,6.1125,top70,0.0,5.785560878393112,single season,0.4998599807055699,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
43,DJ Moore,BUF,WR,51.3,26,53,10,71.14,59.24211636071694,51.3,vet,8,130.0,12.27039600153787,2.9766536964980546,13.894337842606388,10.782394134943546,43.140579588937385,14.492979025303148,0.5734031673209011,13.201569396751495,29.38261464750171,-0.059525208955188265,11.594446715171957,12.913211572136099,12.913211572136099,,,,,6.182658948278936,theta_star,12.913211572136099,0.6333942139319504,13.54660578606805,0.0,13.54660578606805,1.24324765717444,7.920755406757527,5.625850379310522,54.0,0.944,5.775,0.3148148148148148,True,4.65,4.6875,top70,1.125,5.738350379310522,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.6333942139319504,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
44,Tee Higgins,CIN,WR,39.2,19,40,-4,58.06,51.063132301542794,39.2,vet,6,81.0,15.041179138321995,2.9076923076923076,14.318447404719464,10.782394134943546,43.140579588937385,14.836707266036667,0.579126763028035,14.622625848903121,27.619438740588638,-0.04754547330533944,13.74449887029953,14.07688782718283,14.07688782718283,,,,,6.244373013062324,theta_star,14.07688782718283,0.0,14.07688782718283,0.0,14.07688782718283,1.7669709976485641,7.920755406757527,6.156132420425303,54.0,0.722,0.0,0.48148148148148145,True,4.65,4.6875,top70,-4.65,5.691132420425303,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
45,Bucky Irving,TB,RB,42.8,20,44,-1,56.04,51.063132301542794,42.8,vet,2,27.0,14.025490196078431,1.8,12.035856922066072,11.74653700580229,39.64076972639763,22.022649847998682,0.6521522103372729,12.727946458670687,24.035592060232716,0.0298495802048825,13.839397189022652,12.663214417494643,12.663214417494643,,,,,7.660530072142535,pi_market (market-anchored),12.035856922066072,0.0,12.035856922066072,1.4,13.435856922066073,1.9571062914597326,7.4745791409013185,5.961277781164754,36.0,0.75,1.6500000000000001,0.3888888888888889,True,6.075,6.1125,top70,-4.425,5.518777781164754,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
46,Luther Burden III,CHI,WR,53.4,27,55,9,77.29,69.67356531621753,53.4,soph,1,13.0,9.715384615384615,1.0,13.173062271062271,9.389576648040723,39.731751511831725,39.731751511831725,0.8088492921551105,12.512124739680027,22.72142368240931,0.0900272972176797,11.337072067070524,12.822111443972965,12.822111443972965,,,,,7.594752425403894,theta_star,12.822111443972965,0.538944278013517,13.361055721986482,0.0,13.361055721986482,1.3779289191939377,7.920755406757527,5.440300315228955,18.0,0.833,1.05,0.6111111111111112,False,4.65,4.6875,top70,0.0,5.440300315228955,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.5389442780135177,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
47,Rome Odunze,CHI,WR,49.7,25,50,3,72.31,59.24211636071694,49.7,vet,2,29.0,10.957843137254903,1.8,13.894337842606388,10.782394134943546,43.140579588937385,23.96698866052077,0.6897097655400394,12.983172211992443,24.246406570841888,0.05824004737525149,11.902002576825971,13.276135665864535,13.276135665864535,,,,,7.436722530772208,theta_star,13.276135665864535,0.34193216706773377,13.618067832932269,0.0,13.618067832932269,1.3635177419795652,7.920755406757527,5.697312426174742,36.0,0.806,2.075,0.5833333333333334,True,4.65,4.6875,top70,-2.575,5.439812426174742,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.3419321670677329,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
48,DK Metcalf,PIT,WR,65.1,32,66,18,88.1,73.52284750866616,65.1,vet,7,111.0,12.933944341516133,2.953488372093023,12.853924073475545,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,12.887907628137249,28.71457905544148,-0.05220963114090114,12.15711060793941,12.557996565671548,12.557996565671548,,,,,6.203253256747046,pi_market (market-anchored),12.853924073475545,0.2480379632622256,13.10196203673777,0.0,13.10196203673777,1.2453165517998874,7.920755406757527,5.1812066299802435,54.0,0.852,6.2,0.35185185185185186,True,4.65,4.6875,top70,1.5499999999999998,5.336206629980244,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.24803796326222743,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
49,Bhayshul Tuten,JAX,RB,51.2,23,52,3,79.78,69.67356531621753,51.2,soph,1,15.0,5.906666666666666,1.0,11.36028003858886,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,9.93610330727511,24.54483230663929,0.010623034754985444,8.395826588247687,10.58613171946249,10.58613171946249,,,,,11.442449765890137,pi_market (market-anchored),11.36028003858886,0.0,11.36028003858886,1.4,12.76028003858886,2.391908209556769,7.4745791409013185,5.2857008976875415,18.0,0.833,1.25,0.6111111111111112,False,6.075,6.1125,top70,0.0,5.2857008976875415,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
50,TreVeyon Henderson,NE,RB,55.7,24,57,7,71.52,59.24211636071694,55.7,soph,1,17.0,12.129411764705882,1.0,11.36028003858886,15.4867051194987,43.81668066802514,43.81668066802514,0.7388563078845868,11.56113393727016,23.860369609856264,0.036648107429069536,12.75738165393204,11.725124312679986,11.725124312679986,,,,,11.442449765890137,pi_market (market-anchored),11.36028003858886,0.0,11.36028003858886,1.4,12.76028003858886,2.391908209556769,7.4745791409013185,5.2857008976875415,18.0,0.944,4.9,0.4444444444444444,False,6.075,6.1125,top70,0.0,5.2857008976875415,single season,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
51,Jaylen Waddle,DEN,WR,48.8,24,48,-3,60.59,51.063132301542794,48.8,vet,5,77.0,12.542768003975784,2.8181818181818183,13.894337842606388,10.782394134943546,43.140579588937385,15.307947596074555,0.5867285202276731,13.335772575379874,27.76728268309377,-0.047921471490044144,11.917802871602177,13.077492310317725,13.077492310317725,,,,,6.326338155306967,theta_star,13.077492310317725,0.0,13.077492310317725,0.0,13.077492310317725,1.7785300328230287,7.920755406757527,5.156736903560198,54.0,0.833,4.875,0.4074074074074074,True,4.65,4.6875,top70,0.22499999999999964,5.179236903560198,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
52,Jameson Williams,DET,WR,45.8,23,47,-5,67.3,59.24211636071694,45.8,vet,4,43.0,12.649264069264069,2.6470588235294117,13.894337842606388,10.782394134943546,43.140579588937385,16.297552289154122,0.6018310388772187,13.398588111753455,25.43463381245722,0.016161571428919583,12.683909114749797,13.41238269352256,13.41238269352256,,,,,6.489179463816703,theta_star,13.41238269352256,0.0,13.41238269352256,0.0,13.41238269352256,1.8012744743398634,7.920755406757527,5.491627286765032,54.0,0.815,0.45,0.46296296296296297,True,4.65,4.6875,top70,-4.2,5.0716272867650325,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
53,David Montgomery,HOU,RB,63.6,26,63,10,75.84,69.67356531621753,63.6,vet,7,105.0,12.337007432894415,2.953488372093023,10.925918745824406,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,11.584503612394485,29.234770704996578,-0.0999935263415817,10.597213963280794,10.772505287594555,10.772505287594555,,,,,6.264180313757624,pi_market (market-anchored),10.925918745824406,0.18081625083511987,11.106734996659526,1.4,12.506734996659526,1.5829314974132802,7.4745791409013185,5.032155855758208,54.0,0.833,5.925000000000001,0.3333333333333333,True,6.075,6.1125,top70,-0.14999999999999947,5.017155855758208,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.1808162508351188,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
54,Terry McLaurin,WAS,WR,42.6,21,43,-11,62.08,51.063132301542794,42.6,vet,7,107.0,12.817073380533317,2.953488372093023,13.894337842606388,10.782394134943546,43.140579588937385,14.606652931687462,0.5753131613547278,13.436837803823675,30.962354551676935,-0.08932135210514942,11.673176068665272,12.95103967071161,12.95103967071161,,,,,6.203253256747046,theta_star,12.95103967071161,0.0,12.95103967071161,0.0,12.95103967071161,1.7611435570030975,7.920755406757527,5.0302842639540835,54.0,0.815,3.95,0.3333333333333333,True,4.65,4.6875,top70,-0.7000000000000002,4.960284263954083,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0
55,Jaylen Warren,PIT,RB,67.2,28,68,13,104.7,88.557584133917,67.2,vet,4,63.0,11.389503267973856,2.6470588235294117,10.925918745824406,11.74653700580229,39.64076972639763,14.975401896639104,0.5604159919425199,11.129703088144273,27.83299110198494,-0.08821380620593251,10.197061547929938,10.60552477747241,10.60552477747241,,,,,6.582947187996207,pi_market (market-anchored),10.925918745824406,0.0,10.925918745824406,1.4,12.325918745824406,1.8142418785812722,7.4745791409013185,4.851339604923088,54.0,0.889,6.9,0.35185185185185186,True,6.075,6.1125,top70,0.8250000000000002,4.933839604923088,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
56,Tony Pollard,TEN,RB,63.5,25,62,6,90.64,73.52284750866616,63.5,vet,7,109.0,11.819531834538783,2.953488372093023,10.925918745824406,11.74653700580229,39.64076972639763,13.42167793885904,0.5332788983394326,11.342986831047483,29.338809034907598,-0.09999607354497256,10.270757911093408,10.620141359273898,10.620141359273898,,,,,6.264180313757624,pi_market (market-anchored),10.925918745824406,-1.7763568394002505e-15,10.925918745824404,1.4,12.325918745824405,1.7697712159708137,7.4745791409013185,4.851339604923086,54.0,0.926,6.55,0.3333333333333333,True,6.075,6.1125,top70,0.47499999999999964,4.8988396049230865,,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,1.4
